"dataset","method","pathway","norm1","norm2","spearman_cor","n_samples"
"ipf_lung","ssGSEA","glucose_metabolism","voom","scran",1,1141
"ipf_lung","ssGSEA","nfkb_signaling","voom","scran",1,1141
"ipf_lung","ssGSEA","toll_like_receptor","voom","scran",1,1141
"ipf_lung","ssGSEA","tgfb_signaling","voom","scran",1,1141
"ipf_lung","ssGSEA","oxidative_stress","voom","scran",1,1141
"ipf_lung","ssGSEA","ecm_remodeling","voom","scran",1,1141
"ipf_lung","ssGSEA","raas","voom","scran",1,1141
"ipf_lung","ssGSEA","interferon_signaling","voom","sctransform",0.67063590395412,1141
"ipf_lung","ssGSEA","jak_stat","voom","sctransform",0.770790403102617,1141
"ipf_lung","ssGSEA","insulin_signaling","voom","sctransform",0.599993828112447,1141
"ipf_lung","ssGSEA","glucose_metabolism","voom","sctransform",0.416701773989517,1141
"ipf_lung","ssGSEA","nfkb_signaling","voom","sctransform",0.774809739852516,1141
"ipf_lung","ssGSEA","toll_like_receptor","voom","sctransform",0.742463418438869,1141
"ipf_lung","ssGSEA","tgfb_signaling","voom","sctransform",0.703459221797685,1141
"ipf_lung","ssGSEA","oxidative_stress","voom","sctransform",0.737421204424468,1141
"ipf_lung","ssGSEA","ecm_remodeling","voom","sctransform",0.7353974796564,1141
"ipf_lung","ssGSEA","raas","voom","sctransform",0.496021281379181,1141
"ipf_lung","ssGSEA","interferon_signaling","scran","sctransform",0.67063590395412,1141
"ipf_lung","ssGSEA","jak_stat","scran","sctransform",0.770790403102617,1141
"ipf_lung","ssGSEA","insulin_signaling","scran","sctransform",0.599993828112447,1141
"ipf_lung","ssGSEA","glucose_metabolism","scran","sctransform",0.416701773989517,1141
"ipf_lung","ssGSEA","nfkb_signaling","scran","sctransform",0.774809739852516,1141
"ipf_lung","ssGSEA","toll_like_receptor","scran","sctransform",0.742463418438869,1141
"ipf_lung","ssGSEA","tgfb_signaling","scran","sctransform",0.703459221797685,1141
"ipf_lung","ssGSEA","oxidative_stress","scran","sctransform",0.737421204424468,1141
"ipf_lung","ssGSEA","ecm_remodeling","scran","sctransform",0.7353974796564,1141
"ipf_lung","ssGSEA","raas","scran","sctransform",0.496021281379181,1141
"ipf_lung","GSVA","interferon_signaling","log2CPM","voom",0.738514048597475,1141
"ipf_lung","GSVA","jak_stat","log2CPM","voom",0.760566824860331,1141
"ipf_lung","GSVA","insulin_signaling","log2CPM","voom",0.675865237643118,1141
"ipf_lung","GSVA","glucose_metabolism","log2CPM","voom",0.622607842223288,1141
"ipf_lung","GSVA","nfkb_signaling","log2CPM","voom",0.735111415899671,1141
"ipf_lung","GSVA","toll_like_receptor","log2CPM","voom",0.696775511889002,1141
"ipf_lung","GSVA","tgfb_signaling","log2CPM","voom",0.472190056329784,1141
"ipf_lung","GSVA","oxidative_stress","log2CPM","voom",0.86482396508392,1141
"ipf_lung","GSVA","ecm_remodeling","log2CPM","voom",0.831485310786448,1141
"ipf_lung","GSVA","raas","log2CPM","voom",0.602676119133263,1141
"ipf_lung","GSVA","interferon_signaling","log2CPM","scran",0.798323492377113,1141
"ipf_lung","GSVA","jak_stat","log2CPM","scran",0.794754372204727,1141
"ipf_lung","GSVA","insulin_signaling","log2CPM","scran",0.695595695803173,1141
"ipf_lung","GSVA","glucose_metabolism","log2CPM","scran",0.663204587812833,1141
"ipf_lung","GSVA","nfkb_signaling","log2CPM","scran",0.796961347100089,1141
"ipf_lung","GSVA","toll_like_receptor","log2CPM","scran",0.725448332293779,1141
"ipf_lung","GSVA","tgfb_signaling","log2CPM","scran",0.575388960189629,1141
"ipf_lung","GSVA","oxidative_stress","log2CPM","scran",0.879174936578604,1141
"ipf_lung","GSVA","ecm_remodeling","log2CPM","scran",0.87042446025672,1141
"ipf_lung","GSVA","raas","log2CPM","scran",0.624076533344471,1141
"ipf_lung","GSVA","interferon_signaling","log2CPM","sctransform",0.956689926227363,1141
"ipf_lung","GSVA","jak_stat","log2CPM","sctransform",0.957588008571815,1141
"ipf_lung","GSVA","insulin_signaling","log2CPM","sctransform",0.975586242474882,1141
"ipf_lung","GSVA","glucose_metabolism","log2CPM","sctransform",0.989699184301045,1141
"ipf_lung","GSVA","nfkb_signaling","log2CPM","sctransform",0.985036565606316,1141
"ipf_lung","GSVA","toll_like_receptor","log2CPM","sctransform",0.962083687402297,1141
"ipf_lung","GSVA","tgfb_signaling","log2CPM","sctransform",0.909564882735348,1141
"ipf_lung","GSVA","oxidative_stress","log2CPM","sctransform",0.989118679500423,1141
"ipf_lung","GSVA","ecm_remodeling","log2CPM","sctransform",0.981374560141934,1141
"ipf_lung","GSVA","raas","log2CPM","sctransform",0.974114319998959,1141
"ipf_lung","GSVA","interferon_signaling","voom","scran",0.971013948223518,1141
"ipf_lung","GSVA","jak_stat","voom","scran",0.983125469707705,1141
"ipf_lung","GSVA","insulin_signaling","voom","scran",0.96804226515059,1141
"ipf_lung","GSVA","glucose_metabolism","voom","scran",0.975085091668283,1141
"ipf_lung","GSVA","nfkb_signaling","voom","scran",0.970748694391313,1141
"ipf_lung","GSVA","toll_like_receptor","voom","scran",0.986335586368498,1141
"ipf_lung","GSVA","tgfb_signaling","voom","scran",0.943504746738937,1141
"ipf_lung","GSVA","oxidative_stress","voom","scran",0.981348329619833,1141
"ipf_lung","GSVA","ecm_remodeling","voom","scran",0.959552720723946,1141
"ipf_lung","GSVA","raas","voom","scran",0.97714384432173,1141
"ipf_lung","GSVA","interferon_signaling","voom","sctransform",0.78295650216836,1141
"ipf_lung","GSVA","jak_stat","voom","sctransform",0.802045899939969,1141
"ipf_lung","GSVA","insulin_signaling","voom","sctransform",0.671290923795042,1141
"ipf_lung","GSVA","glucose_metabolism","voom","sctransform",0.632363584926344,1141
"ipf_lung","GSVA","nfkb_signaling","voom","sctransform",0.788280975019285,1141
"ipf_lung","GSVA","toll_like_receptor","voom","sctransform",0.758431804156637,1141
"ipf_lung","GSVA","tgfb_signaling","voom","sctransform",0.578238393034362,1141
"ipf_lung","GSVA","oxidative_stress","voom","sctransform",0.846912194155303,1141
"ipf_lung","GSVA","ecm_remodeling","voom","sctransform",0.80905152548622,1141
"ipf_lung","GSVA","raas","voom","sctransform",0.59039147781889,1141
"ipf_lung","GSVA","interferon_signaling","scran","sctransform",0.78803572327292,1141
"ipf_lung","GSVA","jak_stat","scran","sctransform",0.803513637811504,1141
"ipf_lung","GSVA","insulin_signaling","scran","sctransform",0.690619013662895,1141
"ipf_lung","GSVA","glucose_metabolism","scran","sctransform",0.674757505003147,1141
"ipf_lung","GSVA","nfkb_signaling","scran","sctransform",0.822691703957174,1141
"ipf_lung","GSVA","toll_like_receptor","scran","sctransform",0.757325477155978,1141
"ipf_lung","GSVA","tgfb_signaling","scran","sctransform",0.579038977327927,1141
"ipf_lung","GSVA","oxidative_stress","scran","sctransform",0.866284804013084,1141
"ipf_lung","GSVA","ecm_remodeling","scran","sctransform",0.874010504649556,1141
"ipf_lung","GSVA","raas","scran","sctransform",0.615857307898586,1141
"ipf_lung","zscore","interferon_signaling","log2CPM","voom",0.618207100595062,1141
"ipf_lung","zscore","jak_stat","log2CPM","voom",0.666133342338042,1141
"ipf_lung","zscore","insulin_signaling","log2CPM","voom",0.711185390980594,1141
"ipf_lung","zscore","glucose_metabolism","log2CPM","voom",0.641001674730378,1141
"ipf_lung","zscore","nfkb_signaling","log2CPM","voom",0.742398419738278,1141
"ipf_lung","zscore","toll_like_receptor","log2CPM","voom",0.767373431268156,1141
"ipf_lung","zscore","tgfb_signaling","log2CPM","voom",0.760323665416159,1141
"ipf_lung","zscore","oxidative_stress","log2CPM","voom",0.809014235652522,1141
"ipf_lung","zscore","ecm_remodeling","log2CPM","voom",0.7692288509246,1141
"ipf_lung","zscore","raas","log2CPM","voom",0.506904944610944,1141
"ipf_lung","zscore","interferon_signaling","log2CPM","scran",0.592492464278787,1141
"ipf_lung","zscore","jak_stat","log2CPM","scran",0.683146861276083,1141
"ipf_lung","zscore","insulin_signaling","log2CPM","scran",0.679748744396528,1141
"ipf_lung","zscore","glucose_metabolism","log2CPM","scran",0.614660761473591,1141
"ipf_lung","zscore","nfkb_signaling","log2CPM","scran",0.712519496176863,1141
"ipf_lung","zscore","toll_like_receptor","log2CPM","scran",0.73270589041232,1141
"ipf_lung","zscore","tgfb_signaling","log2CPM","scran",0.689745764279619,1141
"ipf_lung","zscore","oxidative_stress","log2CPM","scran",0.817337648053606,1141
"ipf_lung","zscore","ecm_remodeling","log2CPM","scran",0.880881544270893,1141
"ipf_lung","zscore","raas","log2CPM","scran",0.604796509878373,1141
"ipf_lung","zscore","interferon_signaling","log2CPM","sctransform",0.960763638599146,1141
"ipf_lung","zscore","jak_stat","log2CPM","sctransform",0.950630675622151,1141
"ipf_lung","zscore","insulin_signaling","log2CPM","sctransform",0.925285770915206,1141
"ipf_lung","zscore","glucose_metabolism","log2CPM","sctransform",0.896075358100752,1141
"ipf_lung","zscore","nfkb_signaling","log2CPM","sctransform",0.975886928111809,1141
"ipf_lung","zscore","toll_like_receptor","log2CPM","sctransform",0.952885369548634,1141
"ipf_lung","zscore","tgfb_signaling","log2CPM","sctransform",0.972092994511786,1141
"ipf_lung","zscore","oxidative_stress","log2CPM","sctransform",0.904702687493502,1141
"ipf_lung","zscore","ecm_remodeling","log2CPM","sctransform",0.974579457356983,1141
"ipf_lung","zscore","raas","log2CPM","sctransform",0.948479756653137,1141
"ipf_lung","zscore","interferon_signaling","voom","scran",0.85603029362755,1141
"ipf_lung","zscore","jak_stat","voom","scran",0.854922391341456,1141
"ipf_lung","zscore","insulin_signaling","voom","scran",0.911749367401722,1141
"ipf_lung","zscore","glucose_metabolism","voom","scran",0.851374404229068,1141
"ipf_lung","zscore","nfkb_signaling","voom","scran",0.98497519410142,1141
"ipf_lung","zscore","toll_like_receptor","voom","scran",0.849039984702767,1141
"ipf_lung","zscore","tgfb_signaling","voom","scran",0.89312412142494,1141
"ipf_lung","zscore","oxidative_stress","voom","scran",0.968296007281535,1141
"ipf_lung","zscore","ecm_remodeling","voom","scran",0.793103133775905,1141
"ipf_lung","zscore","raas","voom","scran",0.859438282295835,1141
"ipf_lung","zscore","interferon_signaling","voom","sctransform",0.563815443112848,1141
"ipf_lung","zscore","jak_stat","voom","sctransform",0.643966725447702,1141
"ipf_lung","zscore","insulin_signaling","voom","sctransform",0.585536108813932,1141
"ipf_lung","zscore","glucose_metabolism","voom","sctransform",0.509709808995429,1141
"ipf_lung","zscore","nfkb_signaling","voom","sctransform",0.675877355223392,1141
"ipf_lung","zscore","toll_like_receptor","voom","sctransform",0.736067161769454,1141
"ipf_lung","zscore","tgfb_signaling","voom","sctransform",0.704890711947425,1141
"ipf_lung","zscore","oxidative_stress","voom","sctransform",0.715509161738918,1141
"ipf_lung","zscore","ecm_remodeling","voom","sctransform",0.81402489548789,1141
"ipf_lung","zscore","raas","voom","sctransform",0.522665901589576,1141
"ipf_lung","zscore","interferon_signaling","scran","sctransform",0.441539897254229,1141
"ipf_lung","zscore","jak_stat","scran","sctransform",0.533653889109115,1141
"ipf_lung","zscore","insulin_signaling","scran","sctransform",0.453852255513883,1141
"ipf_lung","zscore","glucose_metabolism","scran","sctransform",0.341852821647233,1141
"ipf_lung","zscore","nfkb_signaling","scran","sctransform",0.623715889920346,1141
"ipf_lung","zscore","toll_like_receptor","scran","sctransform",0.582699423663647,1141
"ipf_lung","zscore","tgfb_signaling","scran","sctransform",0.561694196058733,1141
"ipf_lung","zscore","oxidative_stress","scran","sctransform",0.648104927581705,1141
"ipf_lung","zscore","ecm_remodeling","scran","sctransform",0.80424775313807,1141
"ipf_lung","zscore","raas","scran","sctransform",0.507695220882888,1141
"ipf_lung","AUCell","interferon_signaling","log2CPM","voom",0.822015887553761,1141
"ipf_lung","AUCell","jak_stat","log2CPM","voom",0.775738346745974,1141
"ipf_lung","AUCell","insulin_signaling","log2CPM","voom",0.768934040673668,1141
"ipf_lung","AUCell","glucose_metabolism","log2CPM","voom",0.799610637810934,1141
"ipf_lung","AUCell","nfkb_signaling","log2CPM","voom",0.805682340367149,1141
"ipf_lung","AUCell","toll_like_receptor","log2CPM","voom",0.546653751798365,1141
"ipf_lung","AUCell","tgfb_signaling","log2CPM","voom",0.389063404252933,1141
"ipf_lung","AUCell","oxidative_stress","log2CPM","voom",0.822697059136577,1141
"ipf_lung","AUCell","ecm_remodeling","log2CPM","voom",0.909727104444362,1141
"ipf_lung","AUCell","raas","log2CPM","voom",0.486524579107868,1141
"ipf_lung","AUCell","interferon_signaling","log2CPM","scran",0.821911832120355,1141
"ipf_lung","AUCell","jak_stat","log2CPM","scran",0.775862555758055,1141
"ipf_lung","AUCell","insulin_signaling","log2CPM","scran",0.769209089049844,1141
"ipf_lung","AUCell","glucose_metabolism","log2CPM","scran",0.799541115071223,1141
"ipf_lung","AUCell","nfkb_signaling","log2CPM","scran",0.804906007882315,1141
"ipf_lung","AUCell","toll_like_receptor","log2CPM","scran",0.546996089699841,1141
"ipf_lung","AUCell","tgfb_signaling","log2CPM","scran",0.388740475152599,1141
"ipf_lung","AUCell","oxidative_stress","log2CPM","scran",0.822665489521505,1141
"ipf_lung","AUCell","ecm_remodeling","log2CPM","scran",0.909900937257582,1141
"ipf_lung","AUCell","raas","log2CPM","scran",0.485389806095875,1141
"ipf_lung","AUCell","interferon_signaling","log2CPM","sctransform",0.88298326612196,1141
"ipf_lung","AUCell","jak_stat","log2CPM","sctransform",0.907377497179855,1141
"ipf_lung","AUCell","insulin_signaling","log2CPM","sctransform",0.529190414037575,1141
"ipf_lung","AUCell","glucose_metabolism","log2CPM","sctransform",0.771200530772701,1141
"ipf_lung","AUCell","nfkb_signaling","log2CPM","sctransform",0.569244877600265,1141
"ipf_lung","AUCell","toll_like_receptor","log2CPM","sctransform",0.767893627449959,1141
"ipf_lung","AUCell","tgfb_signaling","log2CPM","sctransform",0.527137755300724,1141
"ipf_lung","AUCell","oxidative_stress","log2CPM","sctransform",0.92167167437222,1141
"ipf_lung","AUCell","ecm_remodeling","log2CPM","sctransform",0.912827249698068,1141
"ipf_lung","AUCell","raas","log2CPM","sctransform",0.656717995337506,1141
"ipf_lung","AUCell","interferon_signaling","voom","scran",0.99994928992075,1141
"ipf_lung","AUCell","jak_stat","voom","scran",0.999967171445296,1141
"ipf_lung","AUCell","insulin_signaling","voom","scran",0.999843974282951,1141
"ipf_lung","AUCell","glucose_metabolism","voom","scran",0.999929115641011,1141
"ipf_lung","AUCell","nfkb_signaling","voom","scran",0.999743374401263,1141
"ipf_lung","AUCell","toll_like_receptor","voom","scran",0.999914348839598,1141
"ipf_lung","AUCell","tgfb_signaling","voom","scran",0.999893403552471,1141
"ipf_lung","AUCell","oxidative_stress","voom","scran",0.999951881034766,1141
"ipf_lung","AUCell","ecm_remodeling","voom","scran",0.999965650680039,1141
"ipf_lung","AUCell","raas","voom","scran",0.995115847537956,1141
"ipf_lung","AUCell","interferon_signaling","voom","sctransform",0.789204467322547,1141
"ipf_lung","AUCell","jak_stat","voom","sctransform",0.732034229834952,1141
"ipf_lung","AUCell","insulin_signaling","voom","sctransform",0.422540096827769,1141
"ipf_lung","AUCell","glucose_metabolism","voom","sctransform",0.717821367818051,1141
"ipf_lung","AUCell","nfkb_signaling","voom","sctransform",0.583115374232586,1141
"ipf_lung","AUCell","toll_like_receptor","voom","sctransform",0.701382354523222,1141
"ipf_lung","AUCell","tgfb_signaling","voom","sctransform",0.573793464895096,1141
"ipf_lung","AUCell","oxidative_stress","voom","sctransform",0.758900311527527,1141
"ipf_lung","AUCell","ecm_remodeling","voom","sctransform",0.802565539631861,1141
"ipf_lung","AUCell","raas","voom","sctransform",0.431068304711527,1141
"ipf_lung","AUCell","interferon_signaling","scran","sctransform",0.789140675374296,1141
"ipf_lung","AUCell","jak_stat","scran","sctransform",0.73217306028883,1141
"ipf_lung","AUCell","insulin_signaling","scran","sctransform",0.422404739659392,1141
"ipf_lung","AUCell","glucose_metabolism","scran","sctransform",0.717443664597791,1141
"ipf_lung","AUCell","nfkb_signaling","scran","sctransform",0.583356309447172,1141
"ipf_lung","AUCell","toll_like_receptor","scran","sctransform",0.702176153848389,1141
"ipf_lung","AUCell","tgfb_signaling","scran","sctransform",0.573889809111961,1141
"ipf_lung","AUCell","oxidative_stress","scran","sctransform",0.758847928373003,1141
"ipf_lung","AUCell","ecm_remodeling","scran","sctransform",0.802733406192897,1141
"ipf_lung","AUCell","raas","scran","sctransform",0.428114056064358,1141
"ipf_lung","UCell","interferon_signaling","log2CPM","voom",0.995497531085321,1141
"ipf_lung","UCell","jak_stat","log2CPM","voom",0.996569403924546,1141
"ipf_lung","UCell","insulin_signaling","log2CPM","voom",0.981705772807977,1141
"ipf_lung","UCell","glucose_metabolism","log2CPM","voom",0.995885272328576,1141
"ipf_lung","UCell","nfkb_signaling","log2CPM","voom",0.993981169190099,1141
"ipf_lung","UCell","toll_like_receptor","log2CPM","voom",0.993977970173011,1141
"ipf_lung","UCell","tgfb_signaling","log2CPM","voom",0.990892158993796,1141
"ipf_lung","UCell","oxidative_stress","log2CPM","voom",0.994686818220692,1141
"ipf_lung","UCell","ecm_remodeling","log2CPM","voom",0.994830900647236,1141
"ipf_lung","UCell","raas","log2CPM","voom",0.978826389115257,1141
"ipf_lung","UCell","interferon_signaling","log2CPM","scran",0.995497531085321,1141
"ipf_lung","UCell","jak_stat","log2CPM","scran",0.996569403924546,1141
"ipf_lung","UCell","insulin_signaling","log2CPM","scran",0.981705772807977,1141
"ipf_lung","UCell","glucose_metabolism","log2CPM","scran",0.995885272328576,1141
"ipf_lung","UCell","nfkb_signaling","log2CPM","scran",0.993981169190099,1141
"ipf_lung","UCell","toll_like_receptor","log2CPM","scran",0.993977970173011,1141
"ipf_lung","UCell","tgfb_signaling","log2CPM","scran",0.990892158993796,1141
"ipf_lung","UCell","oxidative_stress","log2CPM","scran",0.994686818220692,1141
"ipf_lung","UCell","ecm_remodeling","log2CPM","scran",0.994830900647236,1141
"ipf_lung","UCell","raas","log2CPM","scran",0.978826389115257,1141
"ipf_lung","UCell","interferon_signaling","log2CPM","sctransform",0.821404801061669,1141
"ipf_lung","UCell","jak_stat","log2CPM","sctransform",0.864167703663969,1141
"ipf_lung","UCell","insulin_signaling","log2CPM","sctransform",0.471026354801689,1141
"ipf_lung","UCell","glucose_metabolism","log2CPM","sctransform",0.644919786548697,1141
"ipf_lung","UCell","nfkb_signaling","log2CPM","sctransform",0.315822651803917,1141
"ipf_lung","UCell","toll_like_receptor","log2CPM","sctransform",0.747575514342854,1141
"ipf_lung","UCell","tgfb_signaling","log2CPM","sctransform",0.474854025281419,1141
"ipf_lung","UCell","oxidative_stress","log2CPM","sctransform",0.85870734618585,1141
"ipf_lung","UCell","ecm_remodeling","log2CPM","sctransform",0.884779415726235,1141
"ipf_lung","UCell","raas","log2CPM","sctransform",0.564276447485632,1141
"ipf_lung","UCell","interferon_signaling","voom","scran",1,1141
"ipf_lung","UCell","jak_stat","voom","scran",1,1141
"ipf_lung","UCell","insulin_signaling","voom","scran",1,1141
"ipf_lung","UCell","glucose_metabolism","voom","scran",1,1141
"ipf_lung","UCell","nfkb_signaling","voom","scran",1,1141
"ipf_lung","UCell","toll_like_receptor","voom","scran",1,1141
"ipf_lung","UCell","tgfb_signaling","voom","scran",1,1141
"ipf_lung","UCell","oxidative_stress","voom","scran",1,1141
"ipf_lung","UCell","ecm_remodeling","voom","scran",1,1141
"ipf_lung","UCell","raas","voom","scran",1,1141
"ipf_lung","UCell","interferon_signaling","voom","sctransform",0.826596615763077,1141
"ipf_lung","UCell","jak_stat","voom","sctransform",0.8506252369656,1141
"ipf_lung","UCell","insulin_signaling","voom","sctransform",0.395784984165399,1141
"ipf_lung","UCell","glucose_metabolism","voom","sctransform",0.633789836754638,1141
"ipf_lung","UCell","nfkb_signaling","voom","sctransform",0.279432776060636,1141
"ipf_lung","UCell","toll_like_receptor","voom","sctransform",0.737427639558853,1141
"ipf_lung","UCell","tgfb_signaling","voom","sctransform",0.477345796809708,1141
"ipf_lung","UCell","oxidative_stress","voom","sctransform",0.852285343737941,1141
"ipf_lung","UCell","ecm_remodeling","voom","sctransform",0.868621160981716,1141
"ipf_lung","UCell","raas","voom","sctransform",0.525970290079132,1141
"ipf_lung","UCell","interferon_signaling","scran","sctransform",0.826596615763077,1141
"ipf_lung","UCell","jak_stat","scran","sctransform",0.8506252369656,1141
"ipf_lung","UCell","insulin_signaling","scran","sctransform",0.395784984165399,1141
"ipf_lung","UCell","glucose_metabolism","scran","sctransform",0.633789836754638,1141
"ipf_lung","UCell","nfkb_signaling","scran","sctransform",0.279432776060636,1141
"ipf_lung","UCell","toll_like_receptor","scran","sctransform",0.737427639558853,1141
"ipf_lung","UCell","tgfb_signaling","scran","sctransform",0.477345796809708,1141
"ipf_lung","UCell","oxidative_stress","scran","sctransform",0.852285343737941,1141
"ipf_lung","UCell","ecm_remodeling","scran","sctransform",0.868621160981716,1141
"ipf_lung","UCell","raas","scran","sctransform",0.525970290079132,1141
