"dataset","method","normalization","pathway","cell_type","p_value","cohens_d","mean_disease","mean_control","expected_direction","observed_direction","direction_correct","n_disease","n_control"
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","kidney connecting tubule epithelial cell",0.00251431053466369,-1.14020051351181,1.84306632406765,1.88800495115067,"UP","DOWN",FALSE,22,16
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","endothelial cell",0.210313527298261,-0.345701591183805,1.90136399917196,1.91964042208949,"UP","DOWN",FALSE,35,24
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","kidney loop of Henle thin ascending limb epithelial cell",0.888888888888889,0.0330059429880278,1.95290022032709,1.95015456856396,"UP","UP",TRUE,2,7
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","kidney distal convoluted tubule epithelial cell",0.00296512741988795,-1.15795216096077,1.83641209423334,1.87392250203596,"UP","DOWN",FALSE,23,16
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","T cell",0.0506205181127782,-0.852642062179676,1.94382751064132,1.98735984138888,"UP","DOWN",FALSE,11,8
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","renal interstitial pericyte",0.24033481367052,-0.221147065565691,1.87848641563838,1.89134832049305,"UP","DOWN",FALSE,29,19
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","podocyte",0.0715788421185303,-0.634623205801357,1.87176080976352,1.89917225901727,"UP","DOWN",FALSE,26,15
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","kidney interstitial alternatively activated macrophage",0.00151860523377551,-1.68890578340306,1.90274245682082,1.97565652900954,"UP","DOWN",FALSE,12,10
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","mononuclear phagocyte",0.0512820512820513,-1.09014905735302,1.93826054303365,1.98055122759146,"UP","DOWN",FALSE,6,7
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","B cell",0.2,-1.99482724293339,1.91849273434412,1.95137413313108,"UP","DOWN",FALSE,3,2
"ckd_kidney","ssGSEA","log2CPM","nfkb_signaling","parietal epithelial cell",0.518594995587861,-0.195830543193507,1.83528509817505,1.84321851252365,"UP","DOWN",FALSE,13,14
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","epithelial cell of proximal tubule",0.275612116779132,0.31293069002714,1.95249095461401,1.94502209796669,"UP","UP",TRUE,36,23
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","kidney loop of Henle thick ascending limb epithelial cell",0.310616514700667,0.201948691489209,1.94771373348763,1.94280272301011,"UP","UP",TRUE,38,23
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","kidney collecting duct principal cell",0.0832197037783797,-0.433935698821617,1.95360679388164,1.9644540505898,"UP","DOWN",FALSE,34,23
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","kidney interstitial fibroblast",6.46545932193666e-05,-1.21927797350657,1.99399709935381,2.02189490829501,"UP","DOWN",FALSE,33,21
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","kidney collecting duct intercalated cell",0.201134902471552,-0.343272248523807,1.94813529400184,1.95557676135774,"UP","DOWN",FALSE,34,22
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","kidney loop of Henle thin descending limb epithelial cell",0.829983797231071,0.00328244216119383,1.96408661824461,1.96400784019947,"UP","UP",TRUE,14,13
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","kidney connecting tubule epithelial cell",0.0388347033724535,-0.792164474760479,1.9507764154799,1.9719158051824,"UP","DOWN",FALSE,22,16
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","endothelial cell",0.514889701556306,-0.137977881133351,2.00140797379994,2.00422164244851,"UP","DOWN",FALSE,35,24
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","kidney loop of Henle thin ascending limb epithelial cell",0.666666666666667,-0.198587313460183,1.97788675838088,1.98080992608588,"UP","DOWN",FALSE,2,7
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","kidney distal convoluted tubule epithelial cell",0.404075606648124,0.414945843074391,1.9463984344818,1.93688145641321,"UP","UP",TRUE,23,16
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","T cell",0.206001428911646,0.487863846856512,1.99542990849117,1.9864064443308,"UP","UP",TRUE,11,8
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","renal interstitial pericyte",0.414636988630523,-0.167517986208679,2.00526873933862,2.00913431150812,"UP","DOWN",FALSE,29,19
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","podocyte",0.398332462384907,0.0903244399658208,1.98295289754929,1.98056912109176,"UP","UP",TRUE,26,15
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","kidney interstitial alternatively activated macrophage",0.771303000405168,-0.149636606191531,1.97329013312148,1.97693028542044,"UP","DOWN",FALSE,12,10
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","mononuclear phagocyte",1,-0.0835919420269783,1.98267320975442,1.98444713834516,"UP","DOWN",FALSE,6,7
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","B cell",0.8,0.905950505259866,1.98151040264345,1.96148815958816,"UP","UP",TRUE,3,2
"ckd_kidney","ssGSEA","log2CPM","tgfb_signaling","parietal epithelial cell",0.980971667588978,-0.0502947989354379,1.98481380641465,1.98597409258095,"UP","DOWN",FALSE,13,14
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","epithelial cell of proximal tubule",0.138626959471768,0.145188748577833,1.62170542839104,1.61050851521283,"UP","UP",TRUE,36,23
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","kidney loop of Henle thick ascending limb epithelial cell",0.283048479135488,0.338973651744559,1.5992353791656,1.57954167501264,"UP","UP",TRUE,38,23
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","kidney collecting duct principal cell",0.53416897389514,0.137497865863858,1.60124806493116,1.59290775769857,"UP","UP",TRUE,34,23
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","kidney interstitial fibroblast",0.459457270544282,-0.219162271127878,1.63657184174233,1.64989777577143,"UP","DOWN",FALSE,33,21
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","kidney collecting duct intercalated cell",0.848301189137963,0.0408262588547162,1.63019817784316,1.62779446654309,"UP","UP",TRUE,34,22
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","kidney loop of Henle thin descending limb epithelial cell",0.34988438701186,0.375742652368634,1.63238682768095,1.60372055419386,"UP","UP",TRUE,14,13
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","kidney connecting tubule epithelial cell",0.0388347033724535,-0.704938583093475,1.57633013866761,1.60864183210572,"UP","DOWN",FALSE,22,16
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","endothelial cell",0.640424698379585,0.185587675235391,1.60001170563263,1.58990688200821,"UP","UP",TRUE,35,24
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","kidney loop of Henle thin ascending limb epithelial cell",0.888888888888889,0.0869824547717635,1.67329372962141,1.66780334768274,"UP","UP",TRUE,2,7
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","kidney distal convoluted tubule epithelial cell",0.854522397395972,0.0515337105537113,1.58977227373446,1.5871083246602,"UP","UP",TRUE,23,16
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","T cell",0.442142309015374,-0.419563523023449,1.69647474578556,1.71555202001809,"UP","DOWN",FALSE,11,8
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","renal interstitial pericyte",0.601503805241385,0.222450669251368,1.64409313425725,1.63074386559977,"UP","UP",TRUE,29,19
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","podocyte",0.429122783703229,-0.322496714429766,1.63153045994692,1.64806806745417,"UP","DOWN",FALSE,26,15
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","kidney interstitial alternatively activated macrophage",0.417582417582418,-0.175731506390314,1.75758872358469,1.76350589293935,"UP","DOWN",FALSE,12,10
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","mononuclear phagocyte",1,-0.240059272143937,1.75160566662863,1.7615970328466,"UP","DOWN",FALSE,6,7
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","B cell",0.8,0.694750234427005,1.71328958198795,1.68974893625908,"UP","UP",TRUE,3,2
"ckd_kidney","ssGSEA","log2CPM","oxidative_stress","parietal epithelial cell",0.68484746962604,-0.144037612145079,1.60665637026003,1.61248177831647,"UP","DOWN",FALSE,13,14
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","epithelial cell of proximal tubule",0.000459370550733137,0.887004123059457,1.53880825133289,1.49273781890428,"UP","UP",TRUE,36,23
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","kidney loop of Henle thick ascending limb epithelial cell",0.00204348314584568,0.959745302045575,1.5183399463061,1.46803686536317,"UP","UP",TRUE,38,23
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","kidney collecting duct principal cell",0.0373643522013308,0.647966648222919,1.513320168991,1.48246863133393,"UP","UP",TRUE,34,23
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","kidney interstitial fibroblast",0.492242122321786,0.208387745962583,1.72586219669786,1.71952941258168,"UP","UP",TRUE,33,21
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","kidney collecting duct intercalated cell",0.00920973956961398,0.818405947337908,1.53734935557132,1.49956582857627,"UP","UP",TRUE,34,22
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","kidney loop of Henle thin descending limb epithelial cell",0.258840480000798,0.619678241237263,1.54972095335465,1.52099459040959,"UP","UP",TRUE,14,13
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","kidney connecting tubule epithelial cell",0.0558359202214245,0.746345935143954,1.53833791538547,1.50393252002064,"UP","UP",TRUE,22,16
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","endothelial cell",0.000396097588054368,1.04101099789323,1.64001726306014,1.60479990335366,"UP","UP",TRUE,35,24
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","kidney loop of Henle thin ascending limb epithelial cell",0.888888888888889,0.173688188543079,1.54732965949345,1.53840020384071,"UP","UP",TRUE,2,7
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","kidney distal convoluted tubule epithelial cell",0.000478733819184337,1.35312389841758,1.54398015324869,1.47448219486508,"UP","UP",TRUE,23,16
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","T cell",0.151755709031251,0.683512387482772,1.62630904745281,1.59798898611409,"UP","UP",TRUE,11,8
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","renal interstitial pericyte",0.0053286987840792,1.00556799304049,1.71604143112807,1.69099307830676,"UP","UP",TRUE,29,19
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","podocyte",4.45293820004257e-07,2.05189301055441,1.6287789228622,1.56492982528082,"UP","UP",TRUE,26,15
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","kidney interstitial alternatively activated macrophage",0.0425704326633119,1.02416668357967,1.63841231578985,1.60665199715956,"UP","UP",TRUE,12,10
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","mononuclear phagocyte",0.445221445221445,0.495588792757045,1.62045397260541,1.60659556511908,"UP","UP",TRUE,6,7
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","B cell",0.2,2.08175091944365,1.63973845094508,1.56475903173847,"UP","UP",TRUE,3,2
"ckd_kidney","ssGSEA","log2CPM","ecm_remodeling","parietal epithelial cell",0.0762708704127468,0.695871069145347,1.6822217194217,1.66412377763572,"UP","UP",TRUE,13,14
"ckd_kidney","ssGSEA","log2CPM","raas","epithelial cell of proximal tubule",0.0888826285112986,-0.422227677148696,1.64800311276431,1.67233375707482,"UP","DOWN",FALSE,36,23
"ckd_kidney","ssGSEA","log2CPM","raas","kidney loop of Henle thick ascending limb epithelial cell",0.446430923359582,0.277476454609684,1.41069524837321,1.3785797461822,"UP","UP",TRUE,38,23
"ckd_kidney","ssGSEA","log2CPM","raas","kidney collecting duct principal cell",0.396160531034593,0.254532640934469,1.40938094026899,1.37728572231101,"UP","UP",TRUE,34,23
"ckd_kidney","ssGSEA","log2CPM","raas","kidney interstitial fibroblast",0.805509909684825,0.0564553792711274,1.54968596327103,1.54287809424211,"UP","UP",TRUE,33,21
"ckd_kidney","ssGSEA","log2CPM","raas","kidney collecting duct intercalated cell",0.521470690523573,0.260003030360113,1.48755738859155,1.46017593489881,"UP","UP",TRUE,34,22
"ckd_kidney","ssGSEA","log2CPM","raas","kidney loop of Henle thin descending limb epithelial cell",0.00914992795999661,1.07675154264716,1.44266585550494,1.34662845422268,"UP","UP",TRUE,14,13
"ckd_kidney","ssGSEA","log2CPM","raas","kidney connecting tubule epithelial cell",0.736909819549644,-0.0629860322496046,1.46391572315725,1.46905168353781,"UP","DOWN",FALSE,22,16
"ckd_kidney","ssGSEA","log2CPM","raas","endothelial cell",0.707557937298291,0.23810685033625,1.47639907451019,1.4456870976224,"UP","UP",TRUE,35,24
"ckd_kidney","ssGSEA","log2CPM","raas","kidney loop of Henle thin ascending limb epithelial cell",0.888888888888889,0.426026121323393,1.39995214462498,1.32722654963306,"UP","UP",TRUE,2,7
"ckd_kidney","ssGSEA","log2CPM","raas","kidney distal convoluted tubule epithelial cell",0.921362106115031,-0.127732305889657,1.46912153590418,1.4787564391218,"UP","DOWN",FALSE,23,16
"ckd_kidney","ssGSEA","log2CPM","raas","T cell",0.442142309015374,0.273414304951835,1.59201557860642,1.57089747911483,"UP","UP",TRUE,11,8
"ckd_kidney","ssGSEA","log2CPM","raas","renal interstitial pericyte",0.818389283145269,0.105677271740961,1.63846399477057,1.62566690576069,"UP","UP",TRUE,29,19
"ckd_kidney","ssGSEA","log2CPM","raas","podocyte",0.925445361501638,0.0403050281746781,1.57937699630425,1.57741961494384,"UP","UP",TRUE,26,15
"ckd_kidney","ssGSEA","log2CPM","raas","kidney interstitial alternatively activated macrophage",0.974236290025764,0.182437932423727,1.59342103535803,1.57753197243769,"UP","UP",TRUE,12,10
"ckd_kidney","ssGSEA","log2CPM","raas","mononuclear phagocyte",0.00815850815850816,1.80714748505967,1.62080049847987,1.5053685247707,"UP","UP",TRUE,6,7
"ckd_kidney","ssGSEA","log2CPM","raas","B cell",0.8,0.391144664015833,1.61675851298873,1.60075508446998,"UP","UP",TRUE,3,2
"ckd_kidney","ssGSEA","log2CPM","raas","parietal epithelial cell",0.0291028651480933,-0.871551201920369,1.56982489272395,1.61379260061566,"UP","DOWN",FALSE,13,14
"ckd_kidney","ssGSEA","voom","jak_stat","epithelial cell of proximal tubule",0.00071597608545035,-0.894646184273528,0.101474807472615,0.127784559987133,"UP","DOWN",FALSE,36,23
"ckd_kidney","ssGSEA","voom","jak_stat","kidney loop of Henle thick ascending limb epithelial cell",0.028459203084799,-0.601983185337492,0.088367724222397,0.102584074733035,"UP","DOWN",FALSE,38,23
"ckd_kidney","ssGSEA","voom","jak_stat","kidney collecting duct principal cell",0.000462997689188007,-0.931791571132615,0.0952731986392194,0.127342931950316,"UP","DOWN",FALSE,34,23
"ckd_kidney","ssGSEA","voom","jak_stat","kidney interstitial fibroblast",3.15046477494344e-06,-1.54522785156224,0.148457119573332,0.188820601168462,"UP","DOWN",FALSE,33,21
"ckd_kidney","ssGSEA","voom","jak_stat","kidney collecting duct intercalated cell",9.64521126765336e-06,-1.40504136660871,0.115452418652447,0.147811220964449,"UP","DOWN",FALSE,34,22
"ckd_kidney","ssGSEA","voom","jak_stat","kidney loop of Henle thin descending limb epithelial cell",0.219882442679589,-0.691804075297415,0.096542483766588,0.119760848596544,"UP","DOWN",FALSE,14,13
"ckd_kidney","ssGSEA","voom","jak_stat","kidney connecting tubule epithelial cell",8.05819271798506e-06,-1.67339561658589,0.0837042709328752,0.12611092039103,"UP","DOWN",FALSE,22,16
"ckd_kidney","ssGSEA","voom","jak_stat","endothelial cell",0.00552466474437136,-0.697961366457892,0.205814149586284,0.230027276835064,"UP","DOWN",FALSE,35,24
"ckd_kidney","ssGSEA","voom","jak_stat","kidney loop of Henle thin ascending limb epithelial cell",0.888888888888889,-0.278360933693473,0.135087376077408,0.147671881573747,"UP","DOWN",FALSE,2,7
"ckd_kidney","ssGSEA","voom","jak_stat","kidney distal convoluted tubule epithelial cell",0.0609077910868342,-0.687785081043877,0.0782108830079926,0.0938285204728145,"UP","DOWN",FALSE,23,16
"ckd_kidney","ssGSEA","voom","jak_stat","T cell",0.0620253499510465,-0.864222089943825,0.222650421736508,0.253344921611488,"UP","DOWN",FALSE,11,8
"ckd_kidney","ssGSEA","voom","jak_stat","renal interstitial pericyte",0.0400225635050068,-0.596187496411645,0.155666784375474,0.174726723732625,"UP","DOWN",FALSE,29,19
"ckd_kidney","ssGSEA","voom","jak_stat","podocyte",0.001896907973067,-1.04583203859994,0.118034807632664,0.141809744287146,"UP","DOWN",FALSE,26,15
"ckd_kidney","ssGSEA","voom","jak_stat","kidney interstitial alternatively activated macrophage",2.16501764489381e-05,-2.92493150173113,0.212060563505061,0.276860842140726,"UP","DOWN",FALSE,12,10
"ckd_kidney","ssGSEA","voom","jak_stat","mononuclear phagocyte",0.00116550116550117,-2.66029129501258,0.246570925132937,0.301117084988658,"UP","DOWN",FALSE,6,7
"ckd_kidney","ssGSEA","voom","jak_stat","B cell",0.2,-2.406521521266,0.195432785792008,0.223197769544357,"UP","DOWN",FALSE,3,2
"ckd_kidney","ssGSEA","voom","jak_stat","parietal epithelial cell",0.0144765009995862,-0.890710970719694,0.123642158763692,0.144729805208075,"UP","DOWN",FALSE,13,14
"ckd_kidney","ssGSEA","voom","nfkb_signaling","epithelial cell of proximal tubule",0.0652208469285011,-0.521880086321144,-0.0326083557321155,0.0146665998435696,"UP","DOWN",FALSE,36,23
"ckd_kidney","ssGSEA","voom","nfkb_signaling","kidney loop of Henle thick ascending limb epithelial cell",0.124160767133734,-0.231066086870949,-0.0636379822702561,-0.0474290813161694,"UP","DOWN",FALSE,38,23
"ckd_kidney","ssGSEA","voom","nfkb_signaling","kidney collecting duct principal cell",0.0405309372488274,-0.46334734816348,-0.0309438738951156,0.0106032978008701,"UP","DOWN",FALSE,34,23
"ckd_kidney","ssGSEA","voom","nfkb_signaling","kidney interstitial fibroblast",0.000264036256800742,-0.932874521172988,0.0121380416020204,0.0934556206182469,"UP","DOWN",FALSE,33,21
"ckd_kidney","ssGSEA","voom","nfkb_signaling","kidney collecting duct intercalated cell",0.0586870455613052,-0.477678340053243,-0.0192127940814705,0.0172909272933614,"UP","DOWN",FALSE,34,22
"ckd_kidney","ssGSEA","voom","nfkb_signaling","kidney loop of Henle thin descending limb epithelial cell",0.829983797231071,-0.12206093827605,0.00447525389353989,0.0170710315887096,"UP","DOWN",FALSE,14,13
"ckd_kidney","ssGSEA","voom","nfkb_signaling","kidney connecting tubule epithelial cell",0.000610516619195591,-1.19269505580664,-0.0614696808536589,0.00950112813278948,"UP","DOWN",FALSE,22,16
"ckd_kidney","ssGSEA","voom","nfkb_signaling","endothelial cell",0.0434244362495765,-0.511568712409264,0.053612990059676,0.0978784925711679,"UP","DOWN",FALSE,35,24
"ckd_kidney","ssGSEA","voom","nfkb_signaling","kidney loop of Henle thin ascending limb epithelial cell",0.888888888888889,0.0793629721064893,0.117805550942122,0.105426447691222,"UP","UP",TRUE,2,7
"ckd_kidney","ssGSEA","voom","nfkb_signaling","kidney distal convoluted tubule epithelial cell",0.00267217847811352,-1.06232089792934,-0.0752320442699869,-0.0271041177934762,"UP","DOWN",FALSE,23,16
"ckd_kidney","ssGSEA","voom","nfkb_signaling","T cell",0.0327591225424043,-1.08845423167803,0.14579323818343,0.215674011061627,"UP","DOWN",FALSE,11,8
"ckd_kidney","ssGSEA","voom","nfkb_signaling","renal interstitial pericyte",0.23196251510146,-0.241510275218946,0.028396247016336,0.0499572763570131,"UP","DOWN",FALSE,29,19
"ckd_kidney","ssGSEA","voom","nfkb_signaling","podocyte",0.0556853351671728,-0.762973423595724,0.0210534537021238,0.0648691723264443,"UP","DOWN",FALSE,26,15
"ckd_kidney","ssGSEA","voom","nfkb_signaling","kidney interstitial alternatively activated macrophage",0.00151860523377551,-1.60978602665592,0.0786945780997894,0.184019115589808,"UP","DOWN",FALSE,12,10
"ckd_kidney","ssGSEA","voom","nfkb_signaling","mononuclear phagocyte",0.0512820512820513,-1.2941754601543,0.119541202683689,0.190585993802595,"UP","DOWN",FALSE,6,7
"ckd_kidney","ssGSEA","voom","nfkb_signaling","B cell",1,-0.369518569188787,0.133153306743365,0.142979475480044,"UP","DOWN",FALSE,3,2
"ckd_kidney","ssGSEA","voom","nfkb_signaling","parietal epithelial cell",0.169385541147555,-0.504142910537062,-0.0670560136264211,-0.0402222316359058,"UP","DOWN",FALSE,13,14
"ckd_kidney","ssGSEA","voom","tgfb_signaling","epithelial cell of proximal tubule",0.616158748761329,0.0881048153721874,0.219511904498552,0.217025960071812,"UP","UP",TRUE,36,23
"ckd_kidney","ssGSEA","voom","tgfb_signaling","kidney loop of Henle thick ascending limb epithelial cell",0.982334937808749,0.00246005842700262,0.222095649751261,0.222029669574239,"UP","UP",TRUE,38,23
"ckd_kidney","ssGSEA","voom","tgfb_signaling","kidney collecting duct principal cell",0.0021106216762054,-0.785038358660295,0.229477007237737,0.256768299439935,"UP","DOWN",FALSE,34,23
"ckd_kidney","ssGSEA","voom","tgfb_signaling","kidney interstitial fibroblast",0.0371087645339766,-0.622687487938897,0.294326377891674,0.313594729392342,"UP","DOWN",FALSE,33,21
"ckd_kidney","ssGSEA","voom","tgfb_signaling","kidney collecting duct intercalated cell",0.014460407169867,-0.615305851120824,0.204866551566608,0.219051964023014,"UP","DOWN",FALSE,34,22
"ckd_kidney","ssGSEA","voom","tgfb_signaling","kidney loop of Henle thin descending limb epithelial cell",0.169385541147555,-0.461159115370807,0.244600233203402,0.258236851566302,"UP","DOWN",FALSE,14,13
"ckd_kidney","ssGSEA","voom","tgfb_signaling","kidney connecting tubule epithelial cell",0.00160577828506074,-1.18422036180297,0.210332646432351,0.249210810685468,"UP","DOWN",FALSE,22,16
"ckd_kidney","ssGSEA","voom","tgfb_signaling","endothelial cell",0.32225664163846,0.235465721990775,0.30420145281961,0.298055108872113,"UP","UP",TRUE,35,24
"ckd_kidney","ssGSEA","voom","tgfb_signaling","kidney loop of Henle thin ascending limb epithelial cell",0.666666666666667,-0.461892059935216,0.260342574224107,0.274708580465986,"UP","DOWN",FALSE,2,7
"ckd_kidney","ssGSEA","voom","tgfb_signaling","kidney distal convoluted tubule epithelial cell",0.767041094055975,-0.0172497588690658,0.208528247063178,0.208953985881479,"UP","DOWN",FALSE,23,16
"ckd_kidney","ssGSEA","voom","tgfb_signaling","T cell",0.272287052472811,0.491706540891842,0.297272505630837,0.285900781684697,"UP","UP",TRUE,11,8
"ckd_kidney","ssGSEA","voom","tgfb_signaling","renal interstitial pericyte",0.304768827062327,0.413159213597826,0.29606343446114,0.28441354702969,"UP","UP",TRUE,29,19
"ckd_kidney","ssGSEA","voom","tgfb_signaling","podocyte",0.883087138555901,-0.0612563639170267,0.267823668650627,0.269557388629468,"UP","DOWN",FALSE,26,15
"ckd_kidney","ssGSEA","voom","tgfb_signaling","kidney interstitial alternatively activated macrophage",0.674396810619721,-0.334851307804399,0.251167572706245,0.260063137746905,"UP","DOWN",FALSE,12,10
