"dataset","method","normalization","pathway","cor_with_cell_count","variance_ratio","n_outlier_samples","median_cell_count"
"ad_brain","GSVA","scran","nfkb_signaling",0.140762463343108,NA,1,3240
"ad_brain","GSVA","scran","toll_like_receptor",0.212609970674487,NA,1,3240
"ad_brain","GSVA","scran","tgfb_signaling",-0.0967741935483871,NA,1,3240
"ad_brain","GSVA","scran","oxidative_stress",0.00183284457478006,NA,1,3240
"ad_brain","GSVA","scran","ecm_remodeling",-0.240102639296188,NA,1,3240
"ad_brain","GSVA","scran","raas",0.223240469208211,NA,1,3240
"ad_brain","GSVA","sctransform","interferon_signaling",0.127565982404692,NA,1,3240
"ad_brain","GSVA","sctransform","jak_stat",0.18475073313783,NA,1,3240
"ad_brain","GSVA","sctransform","insulin_signaling",0.00586510263929619,NA,1,3240
"ad_brain","GSVA","sctransform","glucose_metabolism",0.0835777126099707,NA,1,3240
"ad_brain","GSVA","sctransform","nfkb_signaling",0.175953079178886,NA,1,3240
"ad_brain","GSVA","sctransform","toll_like_receptor",-0.112903225806452,NA,1,3240
"ad_brain","GSVA","sctransform","tgfb_signaling",0.0553519061583578,NA,1,3240
"ad_brain","GSVA","sctransform","oxidative_stress",0.234237536656892,NA,1,3240
"ad_brain","GSVA","sctransform","ecm_remodeling",0.291422287390029,NA,1,3240
"ad_brain","GSVA","sctransform","raas",0.169354838709677,NA,1,3240
"ad_brain","zscore","log2CPM","interferon_signaling",-0.031158357771261,NA,1,3240
"ad_brain","zscore","log2CPM","jak_stat",0.138563049853372,NA,1,3240
"ad_brain","zscore","log2CPM","insulin_signaling",0.308651026392962,NA,1,3240
"ad_brain","zscore","log2CPM","glucose_metabolism",-0.126466275659824,NA,1,3240
"ad_brain","zscore","log2CPM","nfkb_signaling",0.189516129032258,NA,1,3240
"ad_brain","zscore","log2CPM","toll_like_receptor",0.223607038123167,NA,1,3240
"ad_brain","zscore","log2CPM","tgfb_signaling",-0.0806451612903226,NA,1,3240
"ad_brain","zscore","log2CPM","oxidative_stress",0.0421554252199413,NA,1,3240
"ad_brain","zscore","log2CPM","ecm_remodeling",-0.119134897360704,NA,1,3240
"ad_brain","zscore","log2CPM","raas",0.476539589442815,NA,1,3240
"ad_brain","zscore","voom","interferon_signaling",-0.145894428152493,NA,1,3240
"ad_brain","zscore","voom","jak_stat",-0.133797653958944,NA,1,3240
"ad_brain","zscore","voom","insulin_signaling",0.472873900293255,NA,1,3240
"ad_brain","zscore","voom","glucose_metabolism",-0.188049853372434,NA,1,3240
"ad_brain","zscore","voom","nfkb_signaling",0.157624633431085,NA,1,3240
"ad_brain","zscore","voom","toll_like_receptor",0.267595307917889,NA,1,3240
"ad_brain","zscore","voom","tgfb_signaling",-0.0681818181818182,NA,1,3240
"ad_brain","zscore","voom","oxidative_stress",0.0692815249266862,NA,1,3240
"ad_brain","zscore","voom","ecm_remodeling",-0.351539589442815,NA,1,3240
"ad_brain","zscore","voom","raas",0.195381231671554,NA,1,3240
"ad_brain","zscore","scran","interferon_signaling",-0.0263929618768328,NA,1,3240
"ad_brain","zscore","scran","jak_stat",0.0498533724340176,NA,1,3240
"ad_brain","zscore","scran","insulin_signaling",0.484970674486804,NA,1,3240
"ad_brain","zscore","scran","glucose_metabolism",-0.0714809384164223,NA,1,3240
"ad_brain","zscore","scran","nfkb_signaling",0.170821114369501,NA,1,3240
"ad_brain","zscore","scran","toll_like_receptor",0.316348973607038,NA,1,3240
"ad_brain","zscore","scran","tgfb_signaling",-0.00769794721407625,NA,1,3240
"ad_brain","zscore","scran","oxidative_stress",0.111436950146628,NA,1,3240
"ad_brain","zscore","scran","ecm_remodeling",-0.251466275659824,NA,1,3240
"ad_brain","zscore","scran","raas",0.302785923753666,NA,1,3240
"ad_brain","zscore","sctransform","interferon_signaling",0.292155425219941,NA,1,3240
"ad_brain","zscore","sctransform","jak_stat",0.276392961876833,NA,1,3240
"ad_brain","zscore","sctransform","insulin_signaling",0.146994134897361,NA,1,3240
"ad_brain","zscore","sctransform","glucose_metabolism",0.160190615835777,NA,1,3240
"ad_brain","zscore","sctransform","nfkb_signaling",0.248533724340176,NA,1,3240
"ad_brain","zscore","sctransform","toll_like_receptor",0.122067448680352,NA,1,3240
"ad_brain","zscore","sctransform","tgfb_signaling",0.146260997067449,NA,1,3240
"ad_brain","zscore","sctransform","oxidative_stress",0.173387096774194,NA,1,3240
"ad_brain","zscore","sctransform","ecm_remodeling",0.223240469208211,NA,1,3240
"ad_brain","zscore","sctransform","raas",0.282624633431085,NA,1,3240
"ad_brain","AUCell","log2CPM","interferon_signaling",0.196114369501466,NA,1,3240
"ad_brain","AUCell","log2CPM","jak_stat",0.197214076246334,NA,1,3240
"ad_brain","AUCell","log2CPM","insulin_signaling",0.430718475073314,NA,1,3240
"ad_brain","AUCell","log2CPM","glucose_metabolism",0.0344574780058651,NA,1,3240
"ad_brain","AUCell","log2CPM","nfkb_signaling",-0.0861436950146628,NA,1,3240
"ad_brain","AUCell","log2CPM","toll_like_receptor",0.407624633431085,NA,1,3240
"ad_brain","AUCell","log2CPM","tgfb_signaling",-0.590175953079179,NA,1,3240
"ad_brain","AUCell","log2CPM","oxidative_stress",-0.173546211331651,NA,1,3240
"ad_brain","AUCell","log2CPM","ecm_remodeling",0.390029325513196,NA,1,3240
"ad_brain","AUCell","log2CPM","raas",-0.0388598663532917,NA,1,3240
"ad_brain","AUCell","voom","interferon_signaling",0.497800586510264,NA,1,3240
"ad_brain","AUCell","voom","jak_stat",0.218475073313783,NA,1,3240
"ad_brain","AUCell","voom","insulin_signaling",0.551186877945038,NA,1,3240
"ad_brain","AUCell","voom","glucose_metabolism",-0.0494868035190616,NA,1,3240
"ad_brain","AUCell","voom","nfkb_signaling",0.563782991202346,NA,1,3240
"ad_brain","AUCell","voom","toll_like_receptor",-0.206378299120235,NA,1,3240
"ad_brain","AUCell","voom","tgfb_signaling",0.451979472140762,NA,1,3240
"ad_brain","AUCell","voom","oxidative_stress",-0.198098128634224,NA,1,3240
"ad_brain","AUCell","voom","ecm_remodeling",-0.746700879765396,NA,1,3240
"ad_brain","AUCell","voom","raas",NA,NA,1,3240
"ad_brain","AUCell","scran","interferon_signaling",0.497800586510264,NA,1,3240
"ad_brain","AUCell","scran","jak_stat",0.218475073313783,NA,1,3240
"ad_brain","AUCell","scran","insulin_signaling",0.549120234604106,NA,1,3240
"ad_brain","AUCell","scran","glucose_metabolism",-0.0494868035190616,NA,1,3240
"ad_brain","AUCell","scran","nfkb_signaling",0.563782991202346,NA,1,3240
"ad_brain","AUCell","scran","toll_like_receptor",-0.206378299120235,NA,1,3240
"ad_brain","AUCell","scran","tgfb_signaling",0.451979472140762,NA,1,3240
"ad_brain","AUCell","scran","oxidative_stress",-0.198098128634224,NA,1,3240
"ad_brain","AUCell","scran","ecm_remodeling",-0.746700879765396,NA,1,3240
"ad_brain","AUCell","scran","raas",NA,NA,1,3240
"ad_brain","AUCell","sctransform","interferon_signaling",0.225073313782991,NA,1,3240
"ad_brain","AUCell","sctransform","jak_stat",0.293988269794721,NA,1,3240
"ad_brain","AUCell","sctransform","insulin_signaling",0.288856304985337,NA,1,3240
"ad_brain","AUCell","sctransform","glucose_metabolism",0.0469208211143695,NA,1,3240
"ad_brain","AUCell","sctransform","nfkb_signaling",0.31341642228739,NA,1,3240
"ad_brain","AUCell","sctransform","toll_like_receptor",0.247434017595308,NA,1,3240
"ad_brain","AUCell","sctransform","tgfb_signaling",0.330645161290323,NA,1,3240
"ad_brain","AUCell","sctransform","oxidative_stress",0.119868035190616,NA,1,3240
"ad_brain","AUCell","sctransform","ecm_remodeling",-0.0788123167155425,NA,1,3240
"ad_brain","AUCell","sctransform","raas",0.232367538934445,NA,1,3240
"ad_brain","UCell","log2CPM","interferon_signaling",0.434017595307918,NA,1,3240
"ad_brain","UCell","log2CPM","jak_stat",0.272360703812317,NA,1,3240
"ad_brain","UCell","log2CPM","insulin_signaling",0.497800586510264,NA,1,3240
"ad_brain","UCell","log2CPM","glucose_metabolism",0.0183284457478006,NA,1,3240
"ad_brain","UCell","log2CPM","nfkb_signaling",0.243401759530792,NA,1,3240
"ad_brain","UCell","log2CPM","toll_like_receptor",0.159457478005865,NA,1,3240
"ad_brain","UCell","log2CPM","tgfb_signaling",-0.239736070381232,NA,1,3240
"ad_brain","UCell","log2CPM","oxidative_stress",-0.211924912628682,NA,1,3240
"ad_brain","UCell","log2CPM","ecm_remodeling",-0.415322580645161,NA,1,3240
"ad_brain","UCell","log2CPM","raas",0.0494024153822449,NA,1,3240
"ad_brain","UCell","voom","interferon_signaling",0.434017595307918,NA,1,3240
"ad_brain","UCell","voom","jak_stat",0.272360703812317,NA,1,3240
"ad_brain","UCell","voom","insulin_signaling",0.497800586510264,NA,1,3240
"ad_brain","UCell","voom","glucose_metabolism",0.0183284457478006,NA,1,3240
"ad_brain","UCell","voom","nfkb_signaling",0.243401759530792,NA,1,3240
"ad_brain","UCell","voom","toll_like_receptor",0.159457478005865,NA,1,3240
"ad_brain","UCell","voom","tgfb_signaling",-0.239736070381232,NA,1,3240
"ad_brain","UCell","voom","oxidative_stress",-0.211924912628682,NA,1,3240
"ad_brain","UCell","voom","ecm_remodeling",-0.415322580645161,NA,1,3240
"ad_brain","UCell","voom","raas",0.0494024153822449,NA,1,3240
"ad_brain","UCell","scran","interferon_signaling",0.434017595307918,NA,1,3240
"ad_brain","UCell","scran","jak_stat",0.272360703812317,NA,1,3240
"ad_brain","UCell","scran","insulin_signaling",0.497800586510264,NA,1,3240
"ad_brain","UCell","scran","glucose_metabolism",0.0183284457478006,NA,1,3240
"ad_brain","UCell","scran","nfkb_signaling",0.243401759530792,NA,1,3240
"ad_brain","UCell","scran","toll_like_receptor",0.159457478005865,NA,1,3240
"ad_brain","UCell","scran","tgfb_signaling",-0.239736070381232,NA,1,3240
"ad_brain","UCell","scran","oxidative_stress",-0.211924912628682,NA,1,3240
"ad_brain","UCell","scran","ecm_remodeling",-0.415322580645161,NA,1,3240
"ad_brain","UCell","scran","raas",0.0494024153822449,NA,1,3240
"ad_brain","UCell","sctransform","interferon_signaling",0.202346041055718,NA,1,3240
"ad_brain","UCell","sctransform","jak_stat",0.217008797653959,NA,1,3240
"ad_brain","UCell","sctransform","insulin_signaling",0.17558651026393,NA,1,3240
"ad_brain","UCell","sctransform","glucose_metabolism",0.121378812708107,NA,1,3240
"ad_brain","UCell","sctransform","nfkb_signaling",0.321429816036687,NA,1,3240
"ad_brain","UCell","sctransform","toll_like_receptor",0.258797653958944,NA,1,3240
"ad_brain","UCell","sctransform","tgfb_signaling",0.217741935483871,NA,1,3240
"ad_brain","UCell","sctransform","oxidative_stress",0.163549699298537,NA,1,3240
"ad_brain","UCell","sctransform","ecm_remodeling",-0.0725806451612903,NA,1,3240
"ad_brain","UCell","sctransform","raas",0.0720945139619246,NA,1,3240
