"dataset","method","normalization","pathway","cell_type","p_value","cohens_d","mean_disease","mean_control","expected_direction","observed_direction","direction_correct","n_disease","n_control"
"covid_blood","ssGSEA","log2CPM","nfkb_signaling","transitional stage B cell",0.469755244755245,0.636961627193714,2.49575629168783,2.47240282357428,"UP","UP",TRUE,7,9
"covid_blood","ssGSEA","log2CPM","nfkb_signaling","gamma-delta T cell",0.246753246753247,1.04630970424376,2.50916516950163,2.47259999206661,"UP","UP",TRUE,6,5
"covid_blood","ssGSEA","log2CPM","nfkb_signaling","conventional dendritic cell",1,0.333634208915281,2.52692273777409,2.52308488698665,"UP","UP",TRUE,3,2
"covid_blood","ssGSEA","log2CPM","nfkb_signaling","regulatory T cell",0.18040293040293,0.919739331273322,2.51384806466713,2.49902851808428,"UP","UP",TRUE,11,5
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","classical monocyte",0.0264400728613444,0.777574267328514,2.27629666596939,2.27001272719208,"UP","UP",TRUE,17,21
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","central memory CD4-positive, alpha-beta T cell",0.000189740162558108,-1.6957951286459,2.1577686242592,2.19053718876091,"UP","DOWN",FALSE,16,18
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","naive B cell",0.954685306616926,0.137578541838866,2.19947900583402,2.19690411826761,"UP","UP",TRUE,11,13
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","naive thymus-derived CD4-positive, alpha-beta T cell",0.0175303126003086,-1.21688023382316,2.1436801239062,2.17137917426231,"UP","DOWN",FALSE,15,11
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","effector memory CD8-positive, alpha-beta T cell",4.89285634488924e-05,-1.81918401931624,2.15288862754591,2.18233348923925,"UP","DOWN",FALSE,17,15
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","mucosal invariant T cell",0.534965034965035,0.168863350026908,2.16923205621422,2.1658946708131,"UP","UP",TRUE,7,7
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","natural killer cell",0.000134081747519511,-1.73028264086326,2.15793694016316,2.18628778475974,"UP","DOWN",FALSE,18,15
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","naive thymus-derived CD8-positive, alpha-beta T cell",0.388411588411588,-0.754057016478915,2.14937001292892,2.16543454655082,"UP","DOWN",FALSE,9,6
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","non-classical monocyte",0.000898851273663867,1.42066591053053,2.27283901575969,2.24975984745771,"UP","UP",TRUE,9,20
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","memory B cell",0.669172932330827,0.15708979701878,2.21409539813257,2.21151823957555,"UP","UP",TRUE,3,18
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","transitional stage B cell",0.757692307692308,-0.101225779831401,2.20639532047533,2.20818208741528,"UP","DOWN",FALSE,7,9
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","gamma-delta T cell",0.792207792207792,-0.121542336593772,2.15926559489835,2.16123693668063,"UP","DOWN",FALSE,6,5
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","conventional dendritic cell",0.8,0.53771920537794,2.26837927184717,2.26300355608227,"UP","UP",TRUE,3,2
"covid_blood","ssGSEA","log2CPM","toll_like_receptor","regulatory T cell",0.31959706959707,-0.676952001765247,2.1660645850151,2.17639293049066,"UP","DOWN",FALSE,11,5
"covid_blood","ssGSEA","voom","interferon_signaling","classical monocyte",0.198931044552546,0.690088987552022,0.38505750714811,0.344005392315502,"UP","UP",TRUE,17,21
"covid_blood","ssGSEA","voom","interferon_signaling","central memory CD4-positive, alpha-beta T cell",0.198455405818967,0.633584033398455,0.290268107999707,0.26164368158879,"UP","UP",TRUE,16,18
"covid_blood","ssGSEA","voom","interferon_signaling","naive B cell",0.251772333647418,0.69789453132771,0.316768561090378,0.285591947540448,"UP","UP",TRUE,11,13
"covid_blood","ssGSEA","voom","interferon_signaling","naive thymus-derived CD4-positive, alpha-beta T cell",0.474226523913561,0.0749387076315383,0.262932910872102,0.2593374590535,"UP","UP",TRUE,15,11
"covid_blood","ssGSEA","voom","interferon_signaling","effector memory CD8-positive, alpha-beta T cell",0.017682736871519,0.912131696750658,0.320967059055918,0.275148820567375,"UP","UP",TRUE,17,15
"covid_blood","ssGSEA","voom","interferon_signaling","mucosal invariant T cell",0.208624708624709,0.769902717852749,0.280502158213676,0.233794906065947,"UP","UP",TRUE,7,7
"covid_blood","ssGSEA","voom","interferon_signaling","natural killer cell",0.000859215013576712,1.28624780856369,0.322291630718467,0.25951947624218,"UP","UP",TRUE,18,15
"covid_blood","ssGSEA","voom","interferon_signaling","naive thymus-derived CD8-positive, alpha-beta T cell",0.144655344655345,-0.528032780605889,0.242698840479126,0.264407139064128,"UP","DOWN",FALSE,9,6
"covid_blood","ssGSEA","voom","interferon_signaling","non-classical monocyte",0.000281577492971796,1.66798753079801,0.418123126416122,0.348536705662283,"UP","UP",TRUE,9,20
"covid_blood","ssGSEA","voom","interferon_signaling","memory B cell",0.184962406015038,1.08807671035318,0.363981764802082,0.29531965528621,"UP","UP",TRUE,3,18
"covid_blood","ssGSEA","voom","interferon_signaling","transitional stage B cell",0.0548951048951049,1.08379307664097,0.351288337170636,0.302018444761772,"UP","UP",TRUE,7,9
"covid_blood","ssGSEA","voom","interferon_signaling","gamma-delta T cell",0.177489177489177,1.13285142490743,0.34518969658555,0.264947961344868,"UP","UP",TRUE,6,5
"covid_blood","ssGSEA","voom","interferon_signaling","conventional dendritic cell",0.2,1.83082695471867,0.460550792656954,0.386256371143429,"UP","UP",TRUE,3,2
"covid_blood","ssGSEA","voom","interferon_signaling","regulatory T cell",0.377289377289377,-0.0158059697238082,0.335981301066014,0.336612682612598,"UP","DOWN",FALSE,11,5
"covid_blood","ssGSEA","voom","jak_stat","classical monocyte",6.36666853643255e-07,2.56562012636206,0.44799010732271,0.391162990027578,"UP","UP",TRUE,17,21
"covid_blood","ssGSEA","voom","jak_stat","central memory CD4-positive, alpha-beta T cell",6.49820809250732e-05,1.44066102416524,0.363974689088808,0.319899044078787,"UP","UP",TRUE,16,18
"covid_blood","ssGSEA","voom","jak_stat","naive B cell",0.0547500464716779,-0.559488372992386,0.251638451756188,0.26643887014943,"UP","DOWN",FALSE,11,13
"covid_blood","ssGSEA","voom","jak_stat","naive thymus-derived CD4-positive, alpha-beta T cell",0.25857735278586,-0.271581505817493,0.295601203227047,0.301135394014401,"UP","DOWN",FALSE,15,11
"covid_blood","ssGSEA","voom","jak_stat","effector memory CD8-positive, alpha-beta T cell",0.0197173625977051,0.82224498515497,0.336615491897505,0.312508866532992,"UP","UP",TRUE,17,15
"covid_blood","ssGSEA","voom","jak_stat","mucosal invariant T cell",1,0.192927277315031,0.331855372969919,0.323456810778728,"UP","UP",TRUE,7,7
"covid_blood","ssGSEA","voom","jak_stat","natural killer cell",0.0398937608676754,0.771963796694105,0.371651911217616,0.346637347170167,"UP","UP",TRUE,18,15
"covid_blood","ssGSEA","voom","jak_stat","naive thymus-derived CD8-positive, alpha-beta T cell",0.223776223776224,-0.763711589016475,0.267472150891951,0.28388921867647,"UP","DOWN",FALSE,9,6
"covid_blood","ssGSEA","voom","jak_stat","non-classical monocyte",0.000127608523410622,1.69635598340946,0.403081314311813,0.351307580623668,"UP","UP",TRUE,9,20
"covid_blood","ssGSEA","voom","jak_stat","memory B cell",0.261654135338346,-0.487191437645499,0.258252487133812,0.273857136000841,"UP","DOWN",FALSE,3,18
"covid_blood","ssGSEA","voom","jak_stat","transitional stage B cell",0.536013986013986,0.0511672842458474,0.27290429584164,0.271644567070612,"UP","UP",TRUE,7,9
"covid_blood","ssGSEA","voom","jak_stat","gamma-delta T cell",0.246753246753247,0.764610778834053,0.343393938409315,0.315796699951735,"UP","UP",TRUE,6,5
"covid_blood","ssGSEA","voom","jak_stat","conventional dendritic cell",0.4,-1.16383238872593,0.415002960302132,0.432960756183889,"UP","DOWN",FALSE,3,2
"covid_blood","ssGSEA","voom","jak_stat","regulatory T cell",0.913003663003663,0.132046080820205,0.351072910872243,0.347794062775105,"UP","UP",TRUE,11,5
"covid_blood","ssGSEA","voom","nfkb_signaling","classical monocyte",0.000382905983077035,1.51978721849439,0.469259155055715,0.358817088331125,"UP","UP",TRUE,17,21
"covid_blood","ssGSEA","voom","nfkb_signaling","central memory CD4-positive, alpha-beta T cell",0.0270850728998465,0.924282481648727,0.453031103769461,0.385628926835231,"UP","UP",TRUE,16,18
"covid_blood","ssGSEA","voom","nfkb_signaling","naive B cell",0.0547500464716779,-0.608953071173631,0.371092344831471,0.41564559822714,"UP","DOWN",FALSE,11,13
"covid_blood","ssGSEA","voom","nfkb_signaling","naive thymus-derived CD4-positive, alpha-beta T cell",0.330175662942523,-0.366103587413825,0.372134588419971,0.393421778491554,"UP","DOWN",FALSE,15,11
"covid_blood","ssGSEA","voom","nfkb_signaling","effector memory CD8-positive, alpha-beta T cell",0.0894329822921024,0.835250758716761,0.449365516887107,0.39280010293139,"UP","UP",TRUE,17,15
"covid_blood","ssGSEA","voom","nfkb_signaling","mucosal invariant T cell",0.317599067599068,0.736165797592955,0.420430626420085,0.349831929787919,"UP","UP",TRUE,7,7
"covid_blood","ssGSEA","voom","nfkb_signaling","natural killer cell",0.290442502548695,0.56059167640098,0.480868038036838,0.443456408435169,"UP","UP",TRUE,18,15
"covid_blood","ssGSEA","voom","nfkb_signaling","naive thymus-derived CD8-positive, alpha-beta T cell",0.272127872127872,-0.484372007479866,0.357189314880673,0.386773621093724,"UP","DOWN",FALSE,9,6
"covid_blood","ssGSEA","voom","nfkb_signaling","non-classical monocyte",0.167379646839917,0.802316863917365,0.461218459261873,0.405126898838688,"UP","UP",TRUE,9,20
"covid_blood","ssGSEA","voom","nfkb_signaling","memory B cell",0.356390977443609,0.818290480348926,0.441273513004573,0.380300332753973,"UP","UP",TRUE,3,18
"covid_blood","ssGSEA","voom","nfkb_signaling","transitional stage B cell",0.469755244755245,-0.117098012075792,0.389407111681349,0.397544716866635,"UP","DOWN",FALSE,7,9
"covid_blood","ssGSEA","voom","nfkb_signaling","gamma-delta T cell",0.792207792207792,0.205941683777283,0.420052183827034,0.403744732107323,"UP","UP",TRUE,6,5
"covid_blood","ssGSEA","voom","nfkb_signaling","conventional dendritic cell",0.8,-0.435699518883604,0.525812713979362,0.539499006011836,"UP","DOWN",FALSE,3,2
"covid_blood","ssGSEA","voom","nfkb_signaling","regulatory T cell",1,-0.0115251129260026,0.462743315216415,0.46321339511656,"UP","DOWN",FALSE,11,5
"covid_blood","ssGSEA","voom","toll_like_receptor","classical monocyte",1.00155854197339e-06,2.1425944340528,0.375416514323021,0.319199683799206,"UP","UP",TRUE,17,21
"covid_blood","ssGSEA","voom","toll_like_receptor","central memory CD4-positive, alpha-beta T cell",0.0753588351135528,0.485685288513385,0.165472960381503,0.151421823528531,"UP","UP",TRUE,16,18
"covid_blood","ssGSEA","voom","toll_like_receptor","naive B cell",0.391812331339859,0.263879570059909,0.225082648897241,0.21790245995778,"UP","UP",TRUE,11,13
"covid_blood","ssGSEA","voom","toll_like_receptor","naive thymus-derived CD4-positive, alpha-beta T cell",0.646083694875592,-0.161634029883839,0.120586142570908,0.124725103568656,"UP","DOWN",FALSE,15,11
"covid_blood","ssGSEA","voom","toll_like_receptor","effector memory CD8-positive, alpha-beta T cell",0.73749247687984,-0.0927112084010142,0.119000458902439,0.122420785483685,"UP","DOWN",FALSE,17,15
"covid_blood","ssGSEA","voom","toll_like_receptor","mucosal invariant T cell",0.534965034965035,0.273521226683071,0.126168804024417,0.11505494885904,"UP","UP",TRUE,7,7
"covid_blood","ssGSEA","voom","toll_like_receptor","natural killer cell",0.400613763576616,-0.1162514064139,0.144754539630678,0.14867678569292,"UP","DOWN",FALSE,18,15
"covid_blood","ssGSEA","voom","toll_like_receptor","naive thymus-derived CD8-positive, alpha-beta T cell",1,-0.23664983842617,0.0835306635171582,0.0909949800082832,"UP","DOWN",FALSE,9,6
"covid_blood","ssGSEA","voom","toll_like_receptor","non-classical monocyte",0.00111233094741341,1.51440494830184,0.310754977457238,0.263272734218026,"UP","UP",TRUE,9,20
"covid_blood","ssGSEA","voom","toll_like_receptor","memory B cell",0.356390977443609,0.626113596677918,0.251971957520348,0.234103103990622,"UP","UP",TRUE,3,18
"covid_blood","ssGSEA","voom","toll_like_receptor","transitional stage B cell",0.757692307692308,0.329920251065443,0.242528953270149,0.231362394561256,"UP","UP",TRUE,7,9
"covid_blood","ssGSEA","voom","toll_like_receptor","gamma-delta T cell",0.0822510822510823,1.43401409636968,0.140198755287327,0.108535107944395,"UP","UP",TRUE,6,5
"covid_blood","ssGSEA","voom","toll_like_receptor","conventional dendritic cell",1,0.124698738448324,0.328668164463936,0.32634786647061,"UP","UP",TRUE,3,2
"covid_blood","ssGSEA","voom","toll_like_receptor","regulatory T cell",0.913003663003663,-0.163060990669719,0.139344310433383,0.143417436506464,"UP","DOWN",FALSE,11,5
"covid_blood","ssGSEA","scran","interferon_signaling","classical monocyte",0.198931044552546,0.690088987552022,0.38505750714811,0.344005392315502,"UP","UP",TRUE,17,21
"covid_blood","ssGSEA","scran","interferon_signaling","central memory CD4-positive, alpha-beta T cell",0.198455405818967,0.633584033398455,0.290268107999707,0.26164368158879,"UP","UP",TRUE,16,18
"covid_blood","ssGSEA","scran","interferon_signaling","naive B cell",0.251772333647418,0.69789453132771,0.316768561090378,0.285591947540448,"UP","UP",TRUE,11,13
"covid_blood","ssGSEA","scran","interferon_signaling","naive thymus-derived CD4-positive, alpha-beta T cell",0.474226523913561,0.0749387076315383,0.262932910872102,0.2593374590535,"UP","UP",TRUE,15,11
"covid_blood","ssGSEA","scran","interferon_signaling","effector memory CD8-positive, alpha-beta T cell",0.017682736871519,0.912131696750658,0.320967059055918,0.275148820567375,"UP","UP",TRUE,17,15
"covid_blood","ssGSEA","scran","interferon_signaling","mucosal invariant T cell",0.208624708624709,0.769902717852749,0.280502158213676,0.233794906065947,"UP","UP",TRUE,7,7
"covid_blood","ssGSEA","scran","interferon_signaling","natural killer cell",0.000859215013576712,1.28624780856369,0.322291630718467,0.25951947624218,"UP","UP",TRUE,18,15
"covid_blood","ssGSEA","scran","interferon_signaling","naive thymus-derived CD8-positive, alpha-beta T cell",0.144655344655345,-0.528032780605889,0.242698840479126,0.264407139064128,"UP","DOWN",FALSE,9,6
"covid_blood","ssGSEA","scran","interferon_signaling","non-classical monocyte",0.000281577492971796,1.66798753079801,0.418123126416122,0.348536705662283,"UP","UP",TRUE,9,20
"covid_blood","ssGSEA","scran","interferon_signaling","memory B cell",0.184962406015038,1.08807671035318,0.363981764802082,0.29531965528621,"UP","UP",TRUE,3,18
"covid_blood","ssGSEA","scran","interferon_signaling","transitional stage B cell",0.0548951048951049,1.08379307664097,0.351288337170636,0.302018444761772,"UP","UP",TRUE,7,9
"covid_blood","ssGSEA","scran","interferon_signaling","gamma-delta T cell",0.177489177489177,1.13285142490743,0.34518969658555,0.264947961344868,"UP","UP",TRUE,6,5
"covid_blood","ssGSEA","scran","interferon_signaling","conventional dendritic cell",0.2,1.83082695471867,0.460550792656954,0.386256371143429,"UP","UP",TRUE,3,2
"covid_blood","ssGSEA","scran","interferon_signaling","regulatory T cell",0.377289377289377,-0.0158059697238082,0.335981301066014,0.336612682612598,"UP","DOWN",FALSE,11,5
"covid_blood","ssGSEA","scran","jak_stat","classical monocyte",6.36666853643255e-07,2.56562012636206,0.44799010732271,0.391162990027578,"UP","UP",TRUE,17,21
"covid_blood","ssGSEA","scran","jak_stat","central memory CD4-positive, alpha-beta T cell",6.49820809250732e-05,1.44066102416524,0.363974689088808,0.319899044078787,"UP","UP",TRUE,16,18
"covid_blood","ssGSEA","scran","jak_stat","naive B cell",0.0547500464716779,-0.559488372992386,0.251638451756188,0.26643887014943,"UP","DOWN",FALSE,11,13
"covid_blood","ssGSEA","scran","jak_stat","naive thymus-derived CD4-positive, alpha-beta T cell",0.25857735278586,-0.271581505817493,0.295601203227047,0.301135394014401,"UP","DOWN",FALSE,15,11
"covid_blood","ssGSEA","scran","jak_stat","effector memory CD8-positive, alpha-beta T cell",0.0197173625977051,0.82224498515497,0.336615491897505,0.312508866532992,"UP","UP",TRUE,17,15
"covid_blood","ssGSEA","scran","jak_stat","mucosal invariant T cell",1,0.192927277315031,0.331855372969919,0.323456810778728,"UP","UP",TRUE,7,7
"covid_blood","ssGSEA","scran","jak_stat","natural killer cell",0.0398937608676754,0.771963796694105,0.371651911217616,0.346637347170167,"UP","UP",TRUE,18,15
"covid_blood","ssGSEA","scran","jak_stat","naive thymus-derived CD8-positive, alpha-beta T cell",0.223776223776224,-0.763711589016475,0.267472150891951,0.28388921867647,"UP","DOWN",FALSE,9,6
"covid_blood","ssGSEA","scran","jak_stat","non-classical monocyte",0.000127608523410622,1.69635598340946,0.403081314311813,0.351307580623668,"UP","UP",TRUE,9,20
"covid_blood","ssGSEA","scran","jak_stat","memory B cell",0.261654135338346,-0.487191437645499,0.258252487133812,0.273857136000841,"UP","DOWN",FALSE,3,18
"covid_blood","ssGSEA","scran","jak_stat","transitional stage B cell",0.536013986013986,0.0511672842458474,0.27290429584164,0.271644567070612,"UP","UP",TRUE,7,9
"covid_blood","ssGSEA","scran","jak_stat","gamma-delta T cell",0.246753246753247,0.764610778834053,0.343393938409315,0.315796699951735,"UP","UP",TRUE,6,5
"covid_blood","ssGSEA","scran","jak_stat","conventional dendritic cell",0.4,-1.16383238872593,0.415002960302132,0.432960756183889,"UP","DOWN",FALSE,3,2
"covid_blood","ssGSEA","scran","jak_stat","regulatory T cell",0.913003663003663,0.132046080820205,0.351072910872243,0.347794062775105,"UP","UP",TRUE,11,5
"covid_blood","ssGSEA","scran","nfkb_signaling","classical monocyte",0.000382905983077035,1.51978721849439,0.469259155055715,0.358817088331125,"UP","UP",TRUE,17,21
"covid_blood","ssGSEA","scran","nfkb_signaling","central memory CD4-positive, alpha-beta T cell",0.0270850728998465,0.924282481648727,0.453031103769461,0.385628926835231,"UP","UP",TRUE,16,18
"covid_blood","ssGSEA","scran","nfkb_signaling","naive B cell",0.0547500464716779,-0.608953071173631,0.371092344831471,0.41564559822714,"UP","DOWN",FALSE,11,13
"covid_blood","ssGSEA","scran","nfkb_signaling","naive thymus-derived CD4-positive, alpha-beta T cell",0.330175662942523,-0.366103587413825,0.372134588419971,0.393421778491554,"UP","DOWN",FALSE,15,11
"covid_blood","ssGSEA","scran","nfkb_signaling","effector memory CD8-positive, alpha-beta T cell",0.0894329822921024,0.835250758716761,0.449365516887107,0.39280010293139,"UP","UP",TRUE,17,15
"covid_blood","ssGSEA","scran","nfkb_signaling","mucosal invariant T cell",0.317599067599068,0.736165797592955,0.420430626420085,0.349831929787919,"UP","UP",TRUE,7,7
"covid_blood","ssGSEA","scran","nfkb_signaling","natural killer cell",0.290442502548695,0.56059167640098,0.480868038036838,0.443456408435169,"UP","UP",TRUE,18,15
"covid_blood","ssGSEA","scran","nfkb_signaling","naive thymus-derived CD8-positive, alpha-beta T cell",0.272127872127872,-0.484372007479866,0.357189314880673,0.386773621093724,"UP","DOWN",FALSE,9,6
"covid_blood","ssGSEA","scran","nfkb_signaling","non-classical monocyte",0.167379646839917,0.802316863917365,0.461218459261873,0.405126898838688,"UP","UP",TRUE,9,20
"covid_blood","ssGSEA","scran","nfkb_signaling","memory B cell",0.356390977443609,0.818290480348926,0.441273513004573,0.380300332753973,"UP","UP",TRUE,3,18
"covid_blood","ssGSEA","scran","nfkb_signaling","transitional stage B cell",0.469755244755245,-0.117098012075792,0.389407111681349,0.397544716866635,"UP","DOWN",FALSE,7,9
"covid_blood","ssGSEA","scran","nfkb_signaling","gamma-delta T cell",0.792207792207792,0.205941683777283,0.420052183827034,0.403744732107323,"UP","UP",TRUE,6,5
"covid_blood","ssGSEA","scran","nfkb_signaling","conventional dendritic cell",0.8,-0.435699518883604,0.525812713979362,0.539499006011836,"UP","DOWN",FALSE,3,2
"covid_blood","ssGSEA","scran","nfkb_signaling","regulatory T cell",1,-0.0115251129260026,0.462743315216415,0.46321339511656,"UP","DOWN",FALSE,11,5
"covid_blood","ssGSEA","scran","toll_like_receptor","classical monocyte",1.00155854197339e-06,2.1425944340528,0.375416514323021,0.319199683799206,"UP","UP",TRUE,17,21
"covid_blood","ssGSEA","scran","toll_like_receptor","central memory CD4-positive, alpha-beta T cell",0.0753588351135528,0.485685288513385,0.165472960381503,0.151421823528531,"UP","UP",TRUE,16,18
"covid_blood","ssGSEA","scran","toll_like_receptor","naive B cell",0.391812331339859,0.263879570059909,0.225082648897241,0.21790245995778,"UP","UP",TRUE,11,13
"covid_blood","ssGSEA","scran","toll_like_receptor","naive thymus-derived CD4-positive, alpha-beta T cell",0.646083694875592,-0.161634029883839,0.120586142570908,0.124725103568656,"UP","DOWN",FALSE,15,11
