"dataset","method","normalization","pathway","threshold_pct","n_genes_total","n_genes_remaining","pct_genes_remaining"
"covid_blood","UCell","voom","nfkb_signaling",25,54,54,100
"covid_blood","UCell","voom","toll_like_receptor",25,170,166,97.6470588235294
"covid_blood","UCell","voom","tgfb_signaling",25,96,96,100
"covid_blood","UCell","voom","oxidative_stress",25,37,35,94.5945945945946
"covid_blood","UCell","voom","ecm_remodeling",25,300,274,91.3333333333333
"covid_blood","UCell","scran","interferon_signaling",25,271,254,93.7269372693727
"covid_blood","UCell","scran","jak_stat",25,473,453,95.7716701902748
"covid_blood","UCell","scran","insulin_signaling",25,82,75,91.4634146341463
"covid_blood","UCell","scran","glucose_metabolism",25,85,82,96.4705882352941
"covid_blood","UCell","scran","nfkb_signaling",25,54,54,100
"covid_blood","UCell","scran","toll_like_receptor",25,170,166,97.6470588235294
"covid_blood","UCell","scran","tgfb_signaling",25,96,96,100
"covid_blood","UCell","scran","oxidative_stress",25,37,35,94.5945945945946
"covid_blood","UCell","scran","ecm_remodeling",25,300,274,91.3333333333333
"covid_blood","UCell","sctransform","interferon_signaling",25,271,254,93.7269372693727
"covid_blood","UCell","sctransform","jak_stat",25,473,453,95.7716701902748
"covid_blood","UCell","sctransform","insulin_signaling",25,82,75,91.4634146341463
"covid_blood","UCell","sctransform","glucose_metabolism",25,85,82,96.4705882352941
"covid_blood","UCell","sctransform","nfkb_signaling",25,54,54,100
"covid_blood","UCell","sctransform","toll_like_receptor",25,170,166,97.6470588235294
