"dataset","method","normalization","pathway","spearman_cor","rank_correlation","n_samples"
"covid_blood","zscore","sctransform","toll_like_receptor",0.791995308605776,0.791995308605776,360
"covid_blood","zscore","sctransform","tgfb_signaling",0.777514486994498,0.777514486994498,360
"covid_blood","zscore","sctransform","oxidative_stress",0.940419807766006,0.940419807766006,360
"covid_blood","zscore","sctransform","ecm_remodeling",0.840102161282109,0.840102161282109,360
"covid_blood","zscore","sctransform","raas",0.907279377155688,0.907279377155688,360
"covid_blood","AUCell","log2CPM","interferon_signaling",0.997767793846649,0.997767793846649,360
"covid_blood","AUCell","log2CPM","jak_stat",0.999288831869694,0.999288831869694,360
"covid_blood","AUCell","log2CPM","insulin_signaling",0.992550030141079,0.992550030141079,360
"covid_blood","AUCell","log2CPM","glucose_metabolism",0.995475014197648,0.995475014197648,360
"covid_blood","AUCell","log2CPM","nfkb_signaling",0.999248322002659,0.999248322002659,360
"covid_blood","AUCell","log2CPM","toll_like_receptor",0.998050138774255,0.998050138774255,360
"covid_blood","AUCell","log2CPM","tgfb_signaling",0.996087352308001,0.996087352308001,360
"covid_blood","AUCell","log2CPM","oxidative_stress",0.998650259386715,0.998650259386715,360
"covid_blood","AUCell","log2CPM","ecm_remodeling",0.998531752318957,0.998531752318957,360
"covid_blood","AUCell","log2CPM","raas",0.99211496093377,0.99211496093377,360
"covid_blood","AUCell","voom","interferon_signaling",0.145758987527862,0.145758987527862,360
"covid_blood","AUCell","scran","interferon_signaling",0.670052931338316,0.670052931338316,360
"covid_blood","AUCell","scran","jak_stat",0.487352822976726,0.487352822976726,360
"covid_blood","AUCell","scran","insulin_signaling",0.263330337621169,0.263330337621169,360
"covid_blood","AUCell","scran","glucose_metabolism",0.674373348003915,0.674373348003915,360
"covid_blood","AUCell","scran","nfkb_signaling",0.46656668165453,0.46656668165453,360
"covid_blood","AUCell","scran","toll_like_receptor",0.576963618908109,0.576963618908109,360
"covid_blood","AUCell","scran","tgfb_signaling",0.561145124560427,0.561145124560427,360
"covid_blood","AUCell","scran","oxidative_stress",0.669984849283268,0.669984849283268,360
"covid_blood","AUCell","scran","ecm_remodeling",0.727805766971922,0.727805766971922,360
"covid_blood","AUCell","sctransform","interferon_signaling",0.984464061797816,0.984464061797816,360
"covid_blood","AUCell","sctransform","jak_stat",0.983560121577594,0.983560121577594,360
"covid_blood","AUCell","sctransform","insulin_signaling",0.971501958991965,0.971501958991965,360
"covid_blood","AUCell","sctransform","glucose_metabolism",0.979723929179235,0.979723929179235,360
"covid_blood","AUCell","sctransform","nfkb_signaling",0.787317896474078,0.787317896474078,360
"covid_blood","AUCell","sctransform","toll_like_receptor",0.964619773597778,0.964619773597778,360
"covid_blood","AUCell","sctransform","tgfb_signaling",0.908477910764996,0.908477910764996,360
"covid_blood","AUCell","sctransform","oxidative_stress",0.948270045106389,0.948270045106389,360
"covid_blood","AUCell","sctransform","ecm_remodeling",0.943134323914729,0.943134323914729,360
"covid_blood","AUCell","sctransform","raas",0.941086531033745,0.941086531033745,360
"covid_blood","UCell","log2CPM","interferon_signaling",0.999947016052079,0.999947016052079,360
"covid_blood","UCell","log2CPM","jak_stat",0.999967849537903,0.999967849537903,360
"covid_blood","UCell","log2CPM","insulin_signaling",0.999846770838499,0.999846770838499,360
"covid_blood","UCell","log2CPM","glucose_metabolism",0.999870047790493,0.999870047790493,360
"covid_blood","UCell","log2CPM","nfkb_signaling",0.99993132660412,0.99993132660412,360
"covid_blood","UCell","log2CPM","toll_like_receptor",0.999921167077056,0.999921167077056,360
"covid_blood","UCell","log2CPM","tgfb_signaling",0.999810376489172,0.999810376489172,360
"covid_blood","UCell","log2CPM","oxidative_stress",0.999939492818648,0.999939492818648,360
"covid_blood","UCell","log2CPM","ecm_remodeling",0.99995839729938,0.99995839729938,360
"covid_blood","UCell","log2CPM","raas",0.999571574522844,0.999571574522844,360
"covid_blood","UCell","voom","interferon_signaling",0.21459646459489,0.21459646459489,360
"covid_blood","UCell","scran","interferon_signaling",0.992610796894009,0.992610796894009,360
"covid_blood","UCell","scran","jak_stat",0.990739893516365,0.990739893516365,360
"covid_blood","UCell","scran","insulin_signaling",0.9936256527914,0.9936256527914,360
"covid_blood","UCell","scran","glucose_metabolism",0.993206410959797,0.993206410959797,360
"covid_blood","UCell","scran","nfkb_signaling",0.993335659740624,0.993335659740624,360
"covid_blood","UCell","scran","toll_like_receptor",0.989380575130541,0.989380575130541,360
"covid_blood","UCell","scran","tgfb_signaling",0.965556939454901,0.965556939454901,360
"covid_blood","UCell","scran","oxidative_stress",0.997001776120357,0.997001776120357,360
"covid_blood","UCell","scran","ecm_remodeling",0.984492029706524,0.984492029706524,360
"covid_blood","UCell","sctransform","interferon_signaling",0.977854830274852,0.977854830274852,360
"covid_blood","UCell","sctransform","jak_stat",0.983330179373206,0.983330179373206,360
"covid_blood","UCell","sctransform","insulin_signaling",0.960883177185807,0.960883177185807,360
"covid_blood","UCell","sctransform","glucose_metabolism",0.963000269486321,0.963000269486321,360
"covid_blood","UCell","sctransform","nfkb_signaling",0.732087269147656,0.732087269147656,360
"covid_blood","UCell","sctransform","toll_like_receptor",0.965959920068794,0.965959920068794,360
"covid_blood","UCell","sctransform","tgfb_signaling",0.919275104490658,0.919275104490658,360
"covid_blood","UCell","sctransform","oxidative_stress",0.890819498668667,0.890819498668667,360
"covid_blood","UCell","sctransform","ecm_remodeling",0.948222520021219,0.948222520021219,360
"covid_blood","UCell","sctransform","raas",0.934064123084115,0.934064123084115,360
