"scenario","method","d","rep"
"A","ssGSEA",8.49140253605621,24
"A","GSVA",12.7711004466864,24
"A","zscore",8.4646619045643,24
"A","AUCell",6.32256277066201,24
"A","UCell",8.46450040865838,24
"A","ssGSEA",9.27142679361487,25
"A","GSVA",13.3045867957191,25
"A","zscore",9.67650406588925,25
"A","AUCell",7.1989156572367,25
"A","UCell",9.27765142142678,25
"A","ssGSEA",9.75959623727571,26
"A","GSVA",12.8622989343892,26
"A","zscore",8.97209021883454,26
"A","AUCell",6.25911900924139,26
"A","UCell",9.74662820400521,26
"A","ssGSEA",8.92969746801182,27
"A","GSVA",13.3391341206583,27
"A","zscore",9.35097656604412,27
"A","AUCell",7.41495503965076,27
"A","UCell",8.91713031118652,27
"A","ssGSEA",8.8072143352273,28
"A","GSVA",13.0729511929109,28
"A","zscore",9.66319572933192,28
"A","AUCell",7.57654128798047,28
"A","UCell",8.78510605469359,28
"A","ssGSEA",8.83747766093733,29
"A","GSVA",12.1900807647546,29
"A","zscore",8.62735356457931,29
"A","AUCell",5.45628642291888,29
"A","UCell",8.82620347454187,29
"A","ssGSEA",9.07180940683776,30
"A","GSVA",15.562334151999,30
"A","zscore",9.38597510754253,30
"A","AUCell",7.48277345728169,30
"A","UCell",9.06880530317749,30
"A","ssGSEA",10.0923948007574,31
"A","GSVA",14.455555788831,31
"A","zscore",10.3394058803662,31
"A","AUCell",8.19458404262602,31
"A","UCell",10.0524913712855,31
"A","ssGSEA",9.22063560409975,32
"A","GSVA",13.913363400665,32
"A","zscore",8.76341340487031,32
"A","AUCell",6.27067204473189,32
"A","UCell",9.23006494106146,32
"A","ssGSEA",8.29069882758756,33
"A","GSVA",11.8240138400736,33
"A","zscore",8.21694743015427,33
"A","AUCell",6.38306155119941,33
"A","UCell",8.31323786848331,33
"A","ssGSEA",13.4309859305789,34
"A","GSVA",17.0191856660619,34
"A","zscore",12.2076979835808,34
"A","AUCell",8.25169249118106,34
"A","UCell",13.3843070899787,34
"A","ssGSEA",8.68423767112759,35
"A","GSVA",12.1535607296206,35
"A","zscore",8.97750490619593,35
"A","AUCell",6.97780525929453,35
"A","UCell",8.66810432604398,35
"A","ssGSEA",9.14373786034737,36
"A","GSVA",12.4381823692548,36
"A","zscore",9.57401742223253,36
"A","AUCell",6.87920271943037,36
"A","UCell",9.14225402799036,36
"A","ssGSEA",7.89557902939189,37
"A","GSVA",10.9658282509486,37
"A","zscore",8.30595995059264,37
"A","AUCell",7.18383256705058,37
"A","UCell",7.8927000818983,37
"A","ssGSEA",9.98341275080218,38
"A","GSVA",15.2461377775903,38
"A","zscore",10.1688037788443,38
"A","AUCell",7.66559031041326,38
"A","UCell",9.9754638126795,38
"A","ssGSEA",9.04543829259415,39
"A","GSVA",14.2534897567883,39
"A","zscore",10.0888642566961,39
"A","AUCell",7.95629002733433,39
"A","UCell",9.02587940767855,39
"A","ssGSEA",10.1468618393992,40
"A","GSVA",16.3541921021497,40
"A","zscore",10.1902952747988,40
"A","AUCell",8.39306437606536,40
"A","UCell",10.1139499317734,40
"A","ssGSEA",13.8973567138292,41
"A","GSVA",18.1834820727349,41
"A","zscore",12.8848045093866,41
"A","AUCell",8.6525422175284,41
"A","UCell",13.8904033258679,41
"A","ssGSEA",7.93420194134428,42
"A","GSVA",11.8620161383413,42
"A","zscore",7.86283360703851,42
"A","AUCell",6.81177323242077,42
"A","UCell",7.9455871509389,42
"A","ssGSEA",8.94965712260643,43
"A","GSVA",13.0499489703224,43
"A","zscore",8.97793758344475,43
"A","AUCell",6.41655962834064,43
"A","UCell",8.97299432547991,43
"A","ssGSEA",8.3652925861416,44
"A","GSVA",12.7224953851149,44
"A","zscore",7.87963773415703,44
"A","AUCell",5.34353861959696,44
"A","UCell",8.35488602320102,44
"A","ssGSEA",7.21829913790181,45
"A","GSVA",11.7512265493066,45
"A","zscore",7.57246497717152,45
"A","AUCell",6.51087353374385,45
"A","UCell",7.21627608439498,45
"A","ssGSEA",8.80372109187964,46
"A","GSVA",13.425068819696,46
"A","zscore",8.76516069800509,46
"A","AUCell",7.97310531895545,46
"A","UCell",8.79969516886302,46
"A","ssGSEA",8.91239739233729,47
"A","GSVA",14.4601758492277,47
"A","zscore",9.37289800697931,47
"A","AUCell",6.85650269038013,47
"A","UCell",8.89988377554982,47
"A","ssGSEA",9.3878038770853,48
"A","GSVA",13.2910544742768,48
"A","zscore",9.30688328832444,48
"A","AUCell",6.1173714643761,48
"A","UCell",9.39103395116693,48
"A","ssGSEA",11.3561049408307,49
"A","GSVA",16.0245395618346,49
"A","zscore",11.3667455826377,49
"A","AUCell",7.82820519537007,49
"A","UCell",11.3931986117088,49
"A","ssGSEA",9.29120474169005,50
"A","GSVA",12.8530478147674,50
"A","zscore",8.9485217979716,50
"A","AUCell",6.57703745302265,50
"A","UCell",9.26197288490972,50
"A","ssGSEA",8.78298793408018,51
"A","GSVA",14.0693117581344,51
"A","zscore",9.77929634678455,51
"A","AUCell",7.88032694712646,51
"A","UCell",8.76583024303691,51
"A","ssGSEA",8.5583452891187,52
"A","GSVA",11.2556989118993,52
"A","zscore",8.57518050083581,52
"A","AUCell",7.26989848060478,52
"A","UCell",8.57007300997414,52
"A","ssGSEA",9.46957656518786,53
"A","GSVA",14.219205847352,53
"A","zscore",9.69588055591952,53
"A","AUCell",7.20552522496571,53
"A","UCell",9.47266181286343,53
"A","ssGSEA",9.3074173401844,54
"A","GSVA",12.264166426628,54
"A","zscore",9.16804110036957,54
"A","AUCell",6.79863619975917,54
"A","UCell",9.29389714780469,54
"A","ssGSEA",9.3853487639668,55
"A","GSVA",14.7243876736898,55
"A","zscore",9.3610658730848,55
"A","AUCell",6.19705484217369,55
"A","UCell",9.38125762277907,55
"A","ssGSEA",9.71019225477238,56
"A","GSVA",14.0035429948524,56
"A","zscore",9.85089326509871,56
"A","AUCell",6.40504183486969,56
"A","UCell",9.74775854512129,56
"A","ssGSEA",9.68274896409809,57
"A","GSVA",14.9761495652935,57
"A","zscore",9.98230891289432,57
"A","AUCell",7.5540756163264,57
"A","UCell",9.63464612755194,57
"A","ssGSEA",9.31281572268773,58
"A","GSVA",15.9327791513846,58
"A","zscore",9.52131339914715,58
"A","AUCell",7.29082984226762,58
"A","UCell",9.33136087817097,58
"A","ssGSEA",8.68425781386371,59
"A","GSVA",11.9139433056417,59
"A","zscore",8.69761020512119,59
"A","AUCell",7.96295316911581,59
"A","UCell",8.70378668935301,59
"A","ssGSEA",8.90844608557363,60
"A","GSVA",14.2217502096202,60
"A","zscore",8.7764297665593,60
"A","AUCell",6.86258887556265,60
"A","UCell",8.91115751789259,60
"A","ssGSEA",9.63048948031904,61
"A","GSVA",15.0636127981899,61
"A","zscore",9.69986575030011,61
"A","AUCell",6.95793058971391,61
"A","UCell",9.62810614494457,61
"A","ssGSEA",9.19262563520447,62
"A","GSVA",13.0583043791076,62
"A","zscore",8.70170943139685,62
"A","AUCell",6.81176720521746,62
"A","UCell",9.165718314402,62
"A","ssGSEA",10.5847174653571,63
"A","GSVA",16.0147367035037,63
"A","zscore",10.2193909421931,63
"A","AUCell",7.41381576663532,63
"A","UCell",10.5693421101326,63
"A","ssGSEA",8.70928400496411,64
"A","GSVA",13.4369822935507,64
"A","zscore",8.88817251964316,64
"A","AUCell",5.84532377235696,64
"A","UCell",8.70504051091534,64
"A","ssGSEA",9.9610012663322,65
"A","GSVA",14.6957055207103,65
"A","zscore",10.0534262222071,65
"A","AUCell",8.01941226853744,65
"A","UCell",9.95182767152562,65
"A","ssGSEA",9.70527302156669,66
"A","GSVA",14.5381910837265,66
"A","zscore",9.58466910313085,66
"A","AUCell",7.30947372389001,66
"A","UCell",9.68219872121802,66
"A","ssGSEA",9.74849891464852,67
"A","GSVA",14.9403034064873,67
"A","zscore",10.3771925012179,67
"A","AUCell",8.05147097102959,67
"A","UCell",9.71796511279416,67
"A","ssGSEA",7.38812479977262,68
"A","GSVA",11.6970292198386,68
"A","zscore",8.09713794875155,68
"A","AUCell",5.73416409719463,68
"A","UCell",7.37965950372289,68
"A","ssGSEA",9.50005124782396,69
"A","GSVA",12.887609753425,69
"A","zscore",9.74750552536232,69
"A","AUCell",7.01751149769664,69
"A","UCell",9.48821692048218,69
"A","ssGSEA",7.99274029150335,70
"A","GSVA",11.2902561958553,70
"A","zscore",8.10654862697246,70
"A","AUCell",6.75034208566416,70
"A","UCell",7.98359090367264,70
"A","ssGSEA",9.34626267502688,71
"A","GSVA",14.32814661028,71
"A","zscore",9.39880723260115,71
"A","AUCell",6.5766891201925,71
"A","UCell",9.34159651544825,71
"A","ssGSEA",8.47353825750183,72
"A","GSVA",12.7023455736579,72
"A","zscore",8.64542457399398,72
"A","AUCell",7.36047816956731,72
"A","UCell",8.46735075975565,72
"A","ssGSEA",9.40901052761026,73
"A","GSVA",16.0826355248788,73
"A","zscore",9.42950001436778,73
"A","AUCell",7.73534434905621,73
"A","UCell",9.3848361586304,73
"A","ssGSEA",9.86979188258619,74
"A","GSVA",13.4235824739833,74
"A","zscore",9.79835128543601,74
"A","AUCell",7.2967522046889,74
"A","UCell",9.85559624829901,74
"A","ssGSEA",8.67763764704637,75
"A","GSVA",12.4301681417179,75
"A","zscore",9.24096968150176,75
"A","AUCell",7.5342257586396,75
"A","UCell",8.66428355304376,75
"A","ssGSEA",8.85608128355234,76
"A","GSVA",14.2833548224915,76
"A","zscore",9.42142887172314,76
"A","AUCell",7.36217318100316,76
"A","UCell",8.78791782776249,76
"A","ssGSEA",8.50260863855975,77
"A","GSVA",12.8279147740919,77
"A","zscore",8.86602603715484,77
"A","AUCell",7.52016478630966,77
"A","UCell",8.48479650731929,77
"A","ssGSEA",9.6176333301785,78
"A","GSVA",16.3103595061851,78
"A","zscore",9.43221632378233,78
"A","AUCell",6.70218946675718,78
"A","UCell",9.59191146030377,78
"A","ssGSEA",7.61037666210503,79
"A","GSVA",11.5457391326884,79
"A","zscore",7.76006397697496,79
"A","AUCell",6.15798278158754,79
"A","UCell",7.61306516553727,79
"A","ssGSEA",7.51969669477784,80
"A","GSVA",11.4945954766095,80
"A","zscore",8.12868776032258,80
"A","AUCell",6.72822163786656,80
"A","UCell",7.51246344941,80
"A","ssGSEA",9.17185067068706,81
"A","GSVA",13.0388991715126,81
"A","zscore",8.74887552911599,81
"A","AUCell",7.0782309621276,81
"A","UCell",9.15921421267072,81
"A","ssGSEA",7.74196146400351,82
"A","GSVA",10.6254159519674,82
"A","zscore",8.17940207808402,82
"A","AUCell",6.70342952499153,82
"A","UCell",7.72630069583544,82
"A","ssGSEA",10.8307068468896,83
"A","GSVA",14.1665062143281,83
"A","zscore",10.3112550902204,83
"A","AUCell",7.68746750976957,83
"A","UCell",10.8269177120745,83
"A","ssGSEA",10.2204474642865,84
"A","GSVA",14.4719285255593,84
"A","zscore",10.5051585608235,84
"A","AUCell",6.05023427812432,84
"A","UCell",10.2279722211207,84
"A","ssGSEA",8.22315031450473,85
"A","GSVA",11.7006238555648,85
"A","zscore",9.00204048783872,85
"A","AUCell",8.12749233349655,85
"A","UCell",8.20991650600865,85
"A","ssGSEA",9.19765477430841,86
"A","GSVA",13.6778981609234,86
"A","zscore",9.65500017653403,86
"A","AUCell",8.7494798544119,86
"A","UCell",9.19261265546603,86
"A","ssGSEA",9.42965899523097,87
"A","GSVA",14.7507638068494,87
"A","zscore",9.14965415745029,87
"A","AUCell",6.29731824456035,87
"A","UCell",9.42169835369562,87
"A","ssGSEA",7.51452315136582,88
"A","GSVA",10.7432285807778,88
"A","zscore",8.01542328336549,88
"A","AUCell",7.54475611940424,88
"A","UCell",7.55177761977298,88
"A","ssGSEA",9.77943229182199,89
"A","GSVA",14.4529509427052,89
"A","zscore",9.40633539824811,89
"A","AUCell",7.08482892578257,89
"A","UCell",9.78527567538359,89
"A","ssGSEA",8.72233068701319,90
"A","GSVA",13.3814187439962,90
"A","zscore",9.36386064384451,90
"A","AUCell",7.01457346428837,90
"A","UCell",8.70396618604657,90
"A","ssGSEA",9.56514687529571,91
"A","GSVA",12.8547861928986,91
"A","zscore",9.30484715863925,91
"A","AUCell",6.45605458874759,91
"A","UCell",9.56588622828207,91
"A","ssGSEA",9.76487903104037,92
"A","GSVA",14.5632290113297,92
"A","zscore",10.2207793009698,92
"A","AUCell",6.88590477825563,92
"A","UCell",9.77779162701639,92
"A","ssGSEA",8.58418537079476,93
"A","GSVA",10.9168617774255,93
"A","zscore",8.25984154463472,93
"A","AUCell",5.65505469172656,93
"A","UCell",8.59587824342528,93
"A","ssGSEA",8.60744780153982,94
"A","GSVA",12.7274347031111,94
"A","zscore",8.54912909178138,94
"A","AUCell",6.36684508577922,94
"A","UCell",8.59721275058758,94
"A","ssGSEA",9.20687007643435,95
"A","GSVA",13.2374193057914,95
"A","zscore",9.28059448186427,95
"A","AUCell",6.4656957410624,95
"A","UCell",9.19335396380546,95
"A","ssGSEA",7.41891092891704,96
"A","GSVA",10.7920741242171,96
"A","zscore",7.67596601638628,96
"A","AUCell",7.75977202785612,96
"A","UCell",7.41114747304628,96
"A","ssGSEA",7.56538323495845,97
"A","GSVA",11.8371047426474,97
"A","zscore",8.38291340918379,97
"A","AUCell",8.16786774873023,97
"A","UCell",7.55783072579304,97
"A","ssGSEA",10.0060704099292,98
"A","GSVA",14.948079190352,98
"A","zscore",10.0078886775032,98
"A","AUCell",8.03255878112758,98
"A","UCell",9.98661701676998,98
"A","ssGSEA",8.13686622965511,99
"A","GSVA",11.9053579995787,99
"A","zscore",8.33332283437301,99
"A","AUCell",5.79634279502314,99
"A","UCell",8.13539491108809,99
"A","ssGSEA",8.44971685343337,100
"A","GSVA",13.9821789195113,100
"A","zscore",8.66951152537157,100
"A","AUCell",7.20576875346618,100
"A","UCell",8.4420182444559,100
"B","ssGSEA",10.9693359019953,1
"B","GSVA",15.3021482793322,1
"B","zscore",11.0510056280677,1
"B","AUCell",0,1
"B","UCell",0.25819888974716,1
"B","ssGSEA",8.94839965637726,2
"B","GSVA",13.7796534416346,2
"B","zscore",9.07751318386415,2
"B","AUCell",0,2
"B","UCell",0,2
"B","ssGSEA",8.27420602215331,3
"B","GSVA",12.8812254607172,3
"B","zscore",8.37951327701117,3
"B","AUCell",0,3
"B","UCell",0,3
"B","ssGSEA",9.06377933716767,4
"B","GSVA",12.7170885378021,4
"B","zscore",9.3885117196986,4
"B","AUCell",0,4
"B","UCell",0.443820862758478,4
"B","ssGSEA",9.8378017850403,5
"B","GSVA",13.9917992845119,5
"B","zscore",9.7995254149404,5
"B","AUCell",0,5
"B","UCell",0.3387288174223,5
"B","ssGSEA",8.09590847684537,6
"B","GSVA",11.6269418009377,6
"B","zscore",8.24034091839855,6
"B","AUCell",0,6
"B","UCell",0.258198889747157,6
"B","ssGSEA",8.10642083792019,7
"B","GSVA",13.1325699549341,7
"B","zscore",8.18044365657477,7
"B","AUCell",0,7
"B","UCell",0.268287043661911,7
"B","ssGSEA",8.34191049909735,8
"B","GSVA",13.9190421079736,8
"B","zscore",8.93750177901378,8
"B","AUCell",0,8
"B","UCell",0.347220370045545,8
"B","ssGSEA",9.44098563390881,9
"B","GSVA",13.5761566157814,9
"B","zscore",9.72161203029577,9
"B","AUCell",0,9
"B","UCell",0.369072755905271,9
"B","ssGSEA",9.54519487583764,10
"B","GSVA",13.7222491841571,10
"B","zscore",9.0914085544111,10
"B","AUCell",0,10
"B","UCell",0.337600057948222,10
"B","ssGSEA",10.9271696837617,11
"B","GSVA",17.5742394068693,11
"B","zscore",10.6776414100298,11
"B","AUCell",0,11
"B","UCell",0.258198889747161,11
"B","ssGSEA",9.4277939834687,12
"B","GSVA",12.2884803819646,12
"B","zscore",9.32414083385698,12
"B","AUCell",0,12
"B","UCell",0,12
"B","ssGSEA",7.86846179754821,13
"B","GSVA",11.6954884221789,13
"B","zscore",7.98104904867407,13
"B","AUCell",0,13
"B","UCell",0,13
"B","ssGSEA",8.5328728235825,14
"B","GSVA",12.9532636513846,14
"B","zscore",8.45775657393285,14
"B","AUCell",0,14
"B","UCell",0.258198889747137,14
"B","ssGSEA",8.585909230378,15
"B","GSVA",13.350980887289,15
"B","zscore",8.39693612425463,15
"B","AUCell",0,15
"B","UCell",0.258198889747161,15
"B","ssGSEA",8.0610815571512,16
"B","GSVA",11.6694327079445,16
"B","zscore",8.18310549990594,16
"B","AUCell",0,16
"B","UCell",0.450765511120006,16
"B","ssGSEA",7.89379477527057,17
"B","GSVA",12.7831006977671,17
"B","zscore",8.32979346324872,17
"B","AUCell",0,17
"B","UCell",0,17
"B","ssGSEA",7.29677576392167,18
"B","GSVA",10.7315562587625,18
"B","zscore",7.78176769868537,18
"B","AUCell",0,18
"B","UCell",0.363186056697383,18
"B","ssGSEA",9.13647777055999,19
"B","GSVA",16.0387731011644,19
"B","zscore",9.91683174235337,19
"B","AUCell",0,19
"B","UCell",0.362436821292021,19
"B","ssGSEA",10.0168345954653,20
"B","GSVA",13.2177457110317,20
"B","zscore",10.1452699558796,20
"B","AUCell",0,20
"B","UCell",0,20
"B","ssGSEA",8.93707977901217,21
"B","GSVA",12.7503456855806,21
"B","zscore",8.88369520104572,21
"B","AUCell",0,21
"B","UCell",0,21
"B","ssGSEA",9.10558893921225,22
"B","GSVA",13.5485601600786,22
"B","zscore",9.19102611133888,22
"B","AUCell",0,22
"B","UCell",0.258198889747162,22
"B","ssGSEA",9.44696823045913,23
"B","GSVA",13.2395284946252,23
"B","zscore",9.48394782199133,23
"B","AUCell",0,23
"B","UCell",0.547994800470435,23
"B","ssGSEA",7.24632463942204,24
"B","GSVA",11.152258049781,24
"B","zscore",7.47633873668196,24
"B","AUCell",0,24
"B","UCell",0.258198889747163,24
"B","ssGSEA",8.78045422069093,25
"B","GSVA",13.0112319897004,25
"B","zscore",8.85976409226398,25
"B","AUCell",0,25
"B","UCell",0.258198889747161,25
"B","ssGSEA",8.18906267756445,26
"B","GSVA",11.7700892062394,26
"B","zscore",8.3711708122015,26
"B","AUCell",0,26
"B","UCell",0,26
"B","ssGSEA",7.80486720812305,27
"B","GSVA",10.7589807505455,27
"B","zscore",7.98926222286741,27
"B","AUCell",0,27
"B","UCell",0,27
"B","ssGSEA",9.1165249159412,28
"B","GSVA",11.6600116401652,28
"B","zscore",9.10298724440735,28
"B","AUCell",0,28
"B","UCell",0.258198889747162,28
"B","ssGSEA",8.25649399647038,29
"B","GSVA",12.2380042195158,29
"B","zscore",8.57150399309119,29
"B","AUCell",0,29
"B","UCell",0.258198889747161,29
"B","ssGSEA",9.32076344896062,30
"B","GSVA",14.5570894270138,30
"B","zscore",9.17120027282911,30
"B","AUCell",0,30
"B","UCell",0.473362817555975,30
"B","ssGSEA",8.37992421388744,31
"B","GSVA",12.368840188995,31
"B","zscore",8.57608143661995,31
"B","AUCell",0,31
"B","UCell",0,31
"B","ssGSEA",8.20509170546387,32
"B","GSVA",11.1184550031223,32
"B","zscore",8.54994653700725,32
"B","AUCell",0,32
"B","UCell",0,32
"B","ssGSEA",8.33964174097218,33
"B","GSVA",13.9393286959242,33
"B","zscore",8.33827791906641,33
"B","AUCell",0,33
"B","UCell",0,33
"B","ssGSEA",8.7384065975665,34
"B","GSVA",13.2510095102309,34
"B","zscore",8.32391704411395,34
"B","AUCell",0,34
"B","UCell",0.258198889747161,34
"B","ssGSEA",8.64062561995416,35
"B","GSVA",12.1685534219248,35
"B","zscore",8.920438421272,35
"B","AUCell",0,35
"B","UCell",0.537379708786855,35
"B","ssGSEA",9.90362379980018,36
"B","GSVA",13.4340903214979,36
"B","zscore",10.2427159076767,36
"B","AUCell",0,36
"B","UCell",0.411271232795119,36
"B","ssGSEA",10.5372747987729,37
"B","GSVA",14.1322336041375,37
"B","zscore",10.4325040020302,37
"B","AUCell",0,37
"B","UCell",0.258198889747166,37
"B","ssGSEA",12.0874530851112,38
"B","GSVA",16.2353301818149,38
"B","zscore",11.4578148631735,38
"B","AUCell",0,38
"B","UCell",0,38
"B","ssGSEA",7.14340097825169,39
"B","GSVA",10.683781054933,39
"B","zscore",7.34166814330846,39
"B","AUCell",0,39
"B","UCell",0.362973426370996,39
"B","ssGSEA",8.70744147696731,40
"B","GSVA",12.5395105342224,40
"B","zscore",8.92701632115498,40
"B","AUCell",0,40
"B","UCell",0.258198889747142,40
"B","ssGSEA",8.97446208027926,41
"B","GSVA",12.1222685814683,41
"B","zscore",9.12927551434594,41
"B","AUCell",0,41
"B","UCell",0,41
"B","ssGSEA",10.06943537059,42
"B","GSVA",14.0166187538886,42
"B","zscore",10.0695473626142,42
"B","AUCell",0,42
"B","UCell",0.258198889747159,42
"B","ssGSEA",8.86377229243777,43
"B","GSVA",13.0162341642679,43
"B","zscore",9.45548286084568,43
"B","AUCell",0,43
"B","UCell",0.258198889747158,43
"B","ssGSEA",9.39733809267178,44
"B","GSVA",14.0634690584031,44
"B","zscore",9.32046344193063,44
"B","AUCell",0,44
"B","UCell",0.330806631666128,44
"B","ssGSEA",8.14165297577386,45
"B","GSVA",11.4762722465378,45
"B","zscore",8.4425839725225,45
"B","AUCell",0,45
"B","UCell",0.327839653465727,45
"B","ssGSEA",10.2586597043047,46
"B","GSVA",15.5161329643459,46
"B","zscore",10.7114796257538,46
"B","AUCell",0,46
"B","UCell",0,46
"B","ssGSEA",9.90007048727472,47
"B","GSVA",13.9479349832299,47
"B","zscore",9.92933765883846,47
"B","AUCell",0,47
"B","UCell",0.258198889747163,47
"B","ssGSEA",7.9950561695833,48
"B","GSVA",12.1387693934174,48
"B","zscore",8.3064144114748,48
"B","AUCell",0,48
"B","UCell",0.258198889747134,48
"B","ssGSEA",9.90421431688917,49
"B","GSVA",14.2346753237233,49
"B","zscore",9.92385030301529,49
"B","AUCell",0,49
"B","UCell",0,49
"B","ssGSEA",10.3440477288789,50
"B","GSVA",13.6898475811734,50
"B","zscore",10.1306447496883,50
"B","AUCell",0,50
"B","UCell",0.353019379341414,50
"B","ssGSEA",8.94153154796796,51
"B","GSVA",13.7263610868679,51
"B","zscore",9.6397774628341,51
"B","AUCell",0,51
"B","UCell",0.258198889747161,51
"B","ssGSEA",9.67984660814468,52
"B","GSVA",15.2358396930365,52
"B","zscore",9.87669844433951,52
"B","AUCell",0,52
"B","UCell",0.258198889747157,52
"B","ssGSEA",10.6855772072626,53
"B","GSVA",15.2255457124504,53
"B","zscore",11.0737279243017,53
"B","AUCell",0,53
"B","UCell",0.337285995273502,53
"B","ssGSEA",8.55684648283711,54
"B","GSVA",11.5421304801965,54
"B","zscore",8.64637927369083,54
"B","AUCell",0,54
"B","UCell",0.378898873626772,54
"B","ssGSEA",9.14628725906002,55
"B","GSVA",13.8901859068294,55
"B","zscore",9.56071743346072,55
"B","AUCell",0,55
"B","UCell",0,55
"B","ssGSEA",8.36226613316607,56
"B","GSVA",13.1136123047518,56
"B","zscore",8.1671800611534,56
"B","AUCell",0,56
"B","UCell",0,56
"B","ssGSEA",9.70575518568661,57
"B","GSVA",12.3746890922627,57
"B","zscore",9.56317045099567,57
"B","AUCell",0,57
"B","UCell",0.370749237503614,57
"B","ssGSEA",7.93792751698199,58
"B","GSVA",11.6691373069656,58
"B","zscore",7.99061062166905,58
"B","AUCell",0,58
"B","UCell",0,58
"B","ssGSEA",7.96031043474202,59
"B","GSVA",11.4734636458609,59
"B","zscore",8.10481218448255,59
"B","AUCell",0,59
"B","UCell",0,59
"B","ssGSEA",8.44563814981114,60
"B","GSVA",12.612287720933,60
"B","zscore",8.83466122570863,60
"B","AUCell",0,60
"B","UCell",0.281932750187063,60
"B","ssGSEA",7.53230100270063,61
"B","GSVA",11.7341267811848,61
"B","zscore",7.84995197575659,61
"B","AUCell",0,61
