"dataset","method","pathway","norm1","norm2","spearman_cor","n_samples"
"covid_lung","zscore","oxidative_stress","log2CPM","voom",0.799415814310774,1014
"covid_lung","zscore","ecm_remodeling","log2CPM","voom",0.725168449529999,1014
"covid_lung","zscore","raas","log2CPM","voom",0.493290485414622,1014
"covid_lung","zscore","interferon_signaling","log2CPM","scran",0.637567667197336,1014
"covid_lung","zscore","jak_stat","log2CPM","scran",0.699422636745137,1014
"covid_lung","zscore","insulin_signaling","log2CPM","scran",0.630254397384098,1014
"covid_lung","zscore","glucose_metabolism","log2CPM","scran",0.601611947587475,1014
"covid_lung","zscore","nfkb_signaling","log2CPM","scran",0.709543192987332,1014
"covid_lung","zscore","toll_like_receptor","log2CPM","scran",0.72220983224149,1014
"covid_lung","zscore","tgfb_signaling","log2CPM","scran",0.671465963893583,1014
"covid_lung","zscore","oxidative_stress","log2CPM","scran",0.820309912318051,1014
"covid_lung","zscore","ecm_remodeling","log2CPM","scran",0.903068463948902,1014
"covid_lung","zscore","raas","log2CPM","scran",0.606674349266801,1014
"covid_lung","zscore","interferon_signaling","log2CPM","sctransform",0.976040980184986,1014
"covid_lung","zscore","jak_stat","log2CPM","sctransform",0.957931943181524,1014
"covid_lung","zscore","insulin_signaling","log2CPM","sctransform",0.945654116504677,1014
"covid_lung","zscore","glucose_metabolism","log2CPM","sctransform",0.931984501708069,1014
"covid_lung","zscore","nfkb_signaling","log2CPM","sctransform",0.965707319982904,1014
"covid_lung","zscore","toll_like_receptor","log2CPM","sctransform",0.966420144959609,1014
"covid_lung","zscore","tgfb_signaling","log2CPM","sctransform",0.975980484672528,1014
"covid_lung","zscore","oxidative_stress","log2CPM","sctransform",0.897532779264956,1014
"covid_lung","zscore","ecm_remodeling","log2CPM","sctransform",0.98056489583875,1014
"covid_lung","zscore","raas","log2CPM","sctransform",0.954151238378302,1014
"covid_lung","zscore","interferon_signaling","voom","scran",0.876473584676496,1014
"covid_lung","zscore","jak_stat","voom","scran",0.816562885191666,1014
"covid_lung","zscore","insulin_signaling","voom","scran",0.868820200252692,1014
"covid_lung","zscore","glucose_metabolism","voom","scran",0.821729485096693,1014
"covid_lung","zscore","nfkb_signaling","voom","scran",0.983960494220483,1014
"covid_lung","zscore","toll_like_receptor","voom","scran",0.828678630855111,1014
"covid_lung","zscore","tgfb_signaling","voom","scran",0.87394399520893,1014
"covid_lung","zscore","oxidative_stress","voom","scran",0.955883659049663,1014
"covid_lung","zscore","ecm_remodeling","voom","scran",0.724256919354078,1014
"covid_lung","zscore","raas","voom","scran",0.864585030968989,1014
"covid_lung","zscore","interferon_signaling","voom","sctransform",0.599161833293716,1014
"covid_lung","zscore","jak_stat","voom","sctransform",0.630226716313425,1014
"covid_lung","zscore","insulin_signaling","voom","sctransform",0.554415733598297,1014
"covid_lung","zscore","glucose_metabolism","voom","sctransform",0.515662775615486,1014
"covid_lung","zscore","nfkb_signaling","voom","sctransform",0.65088166368184,1014
"covid_lung","zscore","toll_like_receptor","voom","sctransform",0.707339330879463,1014
"covid_lung","zscore","tgfb_signaling","voom","sctransform",0.649656019535124,1014
"covid_lung","zscore","oxidative_stress","voom","sctransform",0.713226536386465,1014
"covid_lung","zscore","ecm_remodeling","voom","sctransform",0.782608524256229,1014
"covid_lung","zscore","raas","voom","sctransform",0.521432937959211,1014
"covid_lung","zscore","interferon_signaling","scran","sctransform",0.524971442026386,1014
"covid_lung","zscore","jak_stat","scran","sctransform",0.564167918669216,1014
"covid_lung","zscore","insulin_signaling","scran","sctransform",0.450110466750905,1014
"covid_lung","zscore","glucose_metabolism","scran","sctransform",0.371230407189988,1014
"covid_lung","zscore","nfkb_signaling","scran","sctransform",0.605311116962566,1014
"covid_lung","zscore","toll_like_receptor","scran","sctransform",0.598949661627685,1014
"covid_lung","zscore","tgfb_signaling","scran","sctransform",0.552484872453136,1014
"covid_lung","zscore","oxidative_stress","scran","sctransform",0.638335428452763,1014
"covid_lung","zscore","ecm_remodeling","scran","sctransform",0.841035242117722,1014
"covid_lung","zscore","raas","scran","sctransform",0.533169573807331,1014
"covid_lung","AUCell","interferon_signaling","log2CPM","voom",0.867492357123788,1014
"covid_lung","AUCell","jak_stat","log2CPM","voom",0.862074802177302,1014
"covid_lung","AUCell","insulin_signaling","log2CPM","voom",0.731366072190582,1014
"covid_lung","AUCell","glucose_metabolism","log2CPM","voom",0.828606170993965,1014
"covid_lung","AUCell","nfkb_signaling","log2CPM","voom",0.774010458678227,1014
"covid_lung","AUCell","toll_like_receptor","log2CPM","voom",0.629191296737071,1014
"covid_lung","AUCell","tgfb_signaling","log2CPM","voom",0.453807159745733,1014
"covid_lung","AUCell","oxidative_stress","log2CPM","voom",0.819613980361478,1014
"covid_lung","AUCell","ecm_remodeling","log2CPM","voom",0.911266132176359,1014
"covid_lung","AUCell","raas","log2CPM","voom",0.53771795005095,1014
"covid_lung","AUCell","interferon_signaling","log2CPM","scran",0.867484405964582,1014
"covid_lung","AUCell","jak_stat","log2CPM","scran",0.86188579673767,1014
"covid_lung","AUCell","insulin_signaling","log2CPM","scran",0.732133371443135,1014
"covid_lung","AUCell","glucose_metabolism","log2CPM","scran",0.828668890854688,1014
"covid_lung","AUCell","nfkb_signaling","log2CPM","scran",0.774275432976477,1014
"covid_lung","AUCell","toll_like_receptor","log2CPM","scran",0.629050689763483,1014
"covid_lung","AUCell","tgfb_signaling","log2CPM","scran",0.453522639368271,1014
"covid_lung","AUCell","oxidative_stress","log2CPM","scran",0.819449767552522,1014
"covid_lung","AUCell","ecm_remodeling","log2CPM","scran",0.911178750071029,1014
"covid_lung","AUCell","raas","log2CPM","scran",0.538968834843555,1014
"covid_lung","AUCell","interferon_signaling","log2CPM","sctransform",0.899684425430049,1014
"covid_lung","AUCell","jak_stat","log2CPM","sctransform",0.918945142755728,1014
"covid_lung","AUCell","insulin_signaling","log2CPM","sctransform",0.577016618965779,1014
"covid_lung","AUCell","glucose_metabolism","log2CPM","sctransform",0.825014007430271,1014
"covid_lung","AUCell","nfkb_signaling","log2CPM","sctransform",0.633275650323854,1014
"covid_lung","AUCell","toll_like_receptor","log2CPM","sctransform",0.820592046900137,1014
"covid_lung","AUCell","tgfb_signaling","log2CPM","sctransform",0.620120554813877,1014
"covid_lung","AUCell","oxidative_stress","log2CPM","sctransform",0.913598600972525,1014
"covid_lung","AUCell","ecm_remodeling","log2CPM","sctransform",0.914449218406111,1014
"covid_lung","AUCell","raas","log2CPM","sctransform",0.637822080548812,1014
"covid_lung","AUCell","interferon_signaling","voom","scran",0.999960863783292,1014
"covid_lung","AUCell","jak_stat","voom","scran",0.999952982454689,1014
"covid_lung","AUCell","insulin_signaling","voom","scran",0.999835313577901,1014
"covid_lung","AUCell","glucose_metabolism","voom","scran",0.999941974553478,1014
"covid_lung","AUCell","nfkb_signaling","voom","scran",0.999825045242578,1014
"covid_lung","AUCell","toll_like_receptor","voom","scran",0.999954631214256,1014
"covid_lung","AUCell","tgfb_signaling","voom","scran",0.999872298610622,1014
"covid_lung","AUCell","oxidative_stress","voom","scran",0.999959802411151,1014
"covid_lung","AUCell","ecm_remodeling","voom","scran",0.999970227008829,1014
"covid_lung","AUCell","raas","voom","scran",0.993214690530258,1014
"covid_lung","AUCell","interferon_signaling","voom","sctransform",0.806789280734946,1014
"covid_lung","AUCell","jak_stat","voom","sctransform",0.7674449982913,1014
"covid_lung","AUCell","insulin_signaling","voom","sctransform",0.462130621209993,1014
"covid_lung","AUCell","glucose_metabolism","voom","sctransform",0.718984815416196,1014
"covid_lung","AUCell","nfkb_signaling","voom","sctransform",0.608361232146551,1014
"covid_lung","AUCell","toll_like_receptor","voom","sctransform",0.660705210439022,1014
"covid_lung","AUCell","tgfb_signaling","voom","sctransform",0.514927951696405,1014
"covid_lung","AUCell","oxidative_stress","voom","sctransform",0.75037596517664,1014
"covid_lung","AUCell","ecm_remodeling","voom","sctransform",0.791509646212286,1014
"covid_lung","AUCell","raas","voom","sctransform",0.460480262732645,1014
"covid_lung","AUCell","interferon_signaling","scran","sctransform",0.806710837436013,1014
"covid_lung","AUCell","jak_stat","scran","sctransform",0.767295502890358,1014
"covid_lung","AUCell","insulin_signaling","scran","sctransform",0.462135650918802,1014
"covid_lung","AUCell","glucose_metabolism","scran","sctransform",0.718845401066771,1014
"covid_lung","AUCell","nfkb_signaling","scran","sctransform",0.608164033962191,1014
"covid_lung","AUCell","toll_like_receptor","scran","sctransform",0.660411811081794,1014
"covid_lung","AUCell","tgfb_signaling","scran","sctransform",0.514832878062479,1014
"covid_lung","AUCell","oxidative_stress","scran","sctransform",0.749907930454671,1014
"covid_lung","AUCell","ecm_remodeling","scran","sctransform",0.791477355213678,1014
"covid_lung","AUCell","raas","scran","sctransform",0.458318794504723,1014
"covid_lung","UCell","interferon_signaling","log2CPM","voom",0.995150402858289,1014
"covid_lung","UCell","jak_stat","log2CPM","voom",0.992990482318294,1014
"covid_lung","UCell","insulin_signaling","log2CPM","voom",0.982620666822899,1014
"covid_lung","UCell","glucose_metabolism","log2CPM","voom",0.995387148803629,1014
"covid_lung","UCell","nfkb_signaling","log2CPM","voom",0.994448465937114,1014
"covid_lung","UCell","toll_like_receptor","log2CPM","voom",0.994079930674624,1014
"covid_lung","UCell","tgfb_signaling","log2CPM","voom",0.983709498168576,1014
"covid_lung","UCell","oxidative_stress","log2CPM","voom",0.997946486755295,1014
"covid_lung","UCell","ecm_remodeling","log2CPM","voom",0.9952876889154,1014
"covid_lung","UCell","raas","log2CPM","voom",0.985330426971535,1014
"covid_lung","UCell","interferon_signaling","log2CPM","scran",0.995150402858289,1014
"covid_lung","UCell","jak_stat","log2CPM","scran",0.992990482318294,1014
"covid_lung","UCell","insulin_signaling","log2CPM","scran",0.982620666822899,1014
"covid_lung","UCell","glucose_metabolism","log2CPM","scran",0.995387148803629,1014
"covid_lung","UCell","nfkb_signaling","log2CPM","scran",0.994448465937114,1014
"covid_lung","UCell","toll_like_receptor","log2CPM","scran",0.994079930674624,1014
"covid_lung","UCell","tgfb_signaling","log2CPM","scran",0.983709498168576,1014
"covid_lung","UCell","oxidative_stress","log2CPM","scran",0.997946486755295,1014
"covid_lung","UCell","ecm_remodeling","log2CPM","scran",0.9952876889154,1014
"covid_lung","UCell","raas","log2CPM","scran",0.985330426971535,1014
"covid_lung","UCell","interferon_signaling","log2CPM","sctransform",0.847507464559531,1014
"covid_lung","UCell","jak_stat","log2CPM","sctransform",0.879481684191672,1014
"covid_lung","UCell","insulin_signaling","log2CPM","sctransform",0.488592867267689,1014
"covid_lung","UCell","glucose_metabolism","log2CPM","sctransform",0.646179586602082,1014
"covid_lung","UCell","nfkb_signaling","log2CPM","sctransform",0.413636607232106,1014
"covid_lung","UCell","toll_like_receptor","log2CPM","sctransform",0.774627769487412,1014
"covid_lung","UCell","tgfb_signaling","log2CPM","sctransform",0.520859373786087,1014
"covid_lung","UCell","oxidative_stress","log2CPM","sctransform",0.84839976291465,1014
"covid_lung","UCell","ecm_remodeling","log2CPM","sctransform",0.88418744777104,1014
"covid_lung","UCell","raas","log2CPM","sctransform",0.551256886481797,1014
"covid_lung","UCell","interferon_signaling","voom","scran",1,1014
"covid_lung","UCell","jak_stat","voom","scran",1,1014
"covid_lung","UCell","insulin_signaling","voom","scran",1,1014
"covid_lung","UCell","glucose_metabolism","voom","scran",1,1014
"covid_lung","UCell","nfkb_signaling","voom","scran",1,1014
"covid_lung","UCell","toll_like_receptor","voom","scran",1,1014
"covid_lung","UCell","tgfb_signaling","voom","scran",1,1014
"covid_lung","UCell","oxidative_stress","voom","scran",1,1014
"covid_lung","UCell","ecm_remodeling","voom","scran",1,1014
"covid_lung","UCell","raas","voom","scran",1,1014
"covid_lung","UCell","interferon_signaling","voom","sctransform",0.823713273737174,1014
"covid_lung","UCell","jak_stat","voom","sctransform",0.842283668707977,1014
"covid_lung","UCell","insulin_signaling","voom","sctransform",0.411791728703319,1014
"covid_lung","UCell","glucose_metabolism","voom","sctransform",0.628207801005712,1014
"covid_lung","UCell","nfkb_signaling","voom","sctransform",0.400657223119269,1014
"covid_lung","UCell","toll_like_receptor","voom","sctransform",0.738399530952548,1014
"covid_lung","UCell","tgfb_signaling","voom","sctransform",0.471984395053192,1014
"covid_lung","UCell","oxidative_stress","voom","sctransform",0.839874026753626,1014
"covid_lung","UCell","ecm_remodeling","voom","sctransform",0.853436300360395,1014
"covid_lung","UCell","raas","voom","sctransform",0.521267866652212,1014
"covid_lung","UCell","interferon_signaling","scran","sctransform",0.823713273737174,1014
"covid_lung","UCell","jak_stat","scran","sctransform",0.842283668707977,1014
"covid_lung","UCell","insulin_signaling","scran","sctransform",0.411791728703319,1014
"covid_lung","UCell","glucose_metabolism","scran","sctransform",0.628207801005712,1014
"covid_lung","UCell","nfkb_signaling","scran","sctransform",0.400657223119269,1014
"covid_lung","UCell","toll_like_receptor","scran","sctransform",0.738399530952548,1014
"covid_lung","UCell","tgfb_signaling","scran","sctransform",0.471984395053192,1014
"covid_lung","UCell","oxidative_stress","scran","sctransform",0.839874026753626,1014
"covid_lung","UCell","ecm_remodeling","scran","sctransform",0.853436300360395,1014
"covid_lung","UCell","raas","scran","sctransform",0.521267866652212,1014
