"dataset","method","normalization","pathway","spearman_cor","rank_correlation","n_samples"
"covid_lung","zscore","sctransform","tgfb_signaling",0.961336312031387,0.961336312031387,1014
"covid_lung","zscore","sctransform","oxidative_stress",0.899815345389984,0.899815345389984,1014
"covid_lung","zscore","sctransform","ecm_remodeling",0.971107534312658,0.971107534312658,1014
"covid_lung","zscore","sctransform","raas",0.960153587931468,0.960153587931468,1014
"covid_lung","AUCell","log2CPM","interferon_signaling",0.999848346863411,0.999848346863411,1014
"covid_lung","AUCell","log2CPM","jak_stat",0.999911334249318,0.999911334249318,1014
"covid_lung","AUCell","log2CPM","insulin_signaling",0.99915945931509,0.99915945931509,1014
"covid_lung","AUCell","log2CPM","glucose_metabolism",0.99922217041884,0.99922217041884,1014
"covid_lung","AUCell","log2CPM","nfkb_signaling",0.999742594808347,0.999742594808347,1014
"covid_lung","AUCell","log2CPM","toll_like_receptor",0.99981022927866,0.99981022927866,1014
"covid_lung","AUCell","log2CPM","tgfb_signaling",0.999172295631098,0.999172295631098,1014
"covid_lung","AUCell","log2CPM","oxidative_stress",0.999801424274043,0.999801424274043,1014
"covid_lung","AUCell","log2CPM","ecm_remodeling",0.999884824300228,0.999884824300228,1014
"covid_lung","AUCell","log2CPM","raas",0.999454921496217,0.999454921496217,1014
"covid_lung","AUCell","scran","interferon_signaling",0.868293122152172,0.868293122152172,1014
"covid_lung","AUCell","scran","jak_stat",0.861881281620293,0.861881281620293,1014
"covid_lung","AUCell","scran","insulin_signaling",0.73204444448573,0.73204444448573,1014
"covid_lung","AUCell","scran","glucose_metabolism",0.829534686130737,0.829534686130737,1014
"covid_lung","AUCell","scran","nfkb_signaling",0.774342639720778,0.774342639720778,1014
"covid_lung","AUCell","scran","toll_like_receptor",0.627966603220049,0.627966603220049,1014
"covid_lung","AUCell","scran","tgfb_signaling",0.454686625740242,0.454686625740242,1014
"covid_lung","AUCell","scran","oxidative_stress",0.819252783330383,0.819252783330383,1014
"covid_lung","AUCell","scran","ecm_remodeling",0.911145275661783,0.911145275661783,1014
"covid_lung","AUCell","scran","raas",0.536788669716117,0.536788669716117,1014
"covid_lung","AUCell","sctransform","interferon_signaling",0.99576155899447,0.99576155899447,1014
"covid_lung","AUCell","sctransform","jak_stat",0.995654906314739,0.995654906314739,1014
"covid_lung","AUCell","sctransform","insulin_signaling",0.989714797752493,0.989714797752493,1014
"covid_lung","AUCell","sctransform","glucose_metabolism",0.984497008434659,0.984497008434659,1014
"covid_lung","AUCell","sctransform","nfkb_signaling",0.960084474365344,0.960084474365344,1014
"covid_lung","AUCell","sctransform","toll_like_receptor",0.995571028551992,0.995571028551992,1014
"covid_lung","AUCell","sctransform","tgfb_signaling",0.988544763567599,0.988544763567599,1014
"covid_lung","AUCell","sctransform","oxidative_stress",0.957064129342513,0.957064129342513,1014
"covid_lung","AUCell","sctransform","ecm_remodeling",0.99140688043586,0.99140688043586,1014
"covid_lung","AUCell","sctransform","raas",0.988240090937406,0.988240090937406,1014
"covid_lung","UCell","log2CPM","interferon_signaling",0.999984490543161,0.999984490543161,1014
"covid_lung","UCell","log2CPM","jak_stat",0.999988668600954,0.999988668600954,1014
"covid_lung","UCell","log2CPM","insulin_signaling",0.999944114154037,0.999944114154037,1014
"covid_lung","UCell","log2CPM","glucose_metabolism",0.999952021366669,0.999952021366669,1014
"covid_lung","UCell","log2CPM","nfkb_signaling",0.999964544055895,0.999964544055895,1014
"covid_lung","UCell","log2CPM","toll_like_receptor",0.999980769999381,0.999980769999381,1014
"covid_lung","UCell","log2CPM","tgfb_signaling",0.999941276988908,0.999941276988908,1014
"covid_lung","UCell","log2CPM","oxidative_stress",0.999981103777369,0.999981103777369,1014
"covid_lung","UCell","log2CPM","ecm_remodeling",0.999990334644448,0.999990334644448,1014
"covid_lung","UCell","log2CPM","raas",0.999657690055381,0.999657690055381,1014
"covid_lung","UCell","scran","interferon_signaling",0.995147919632665,0.995147919632665,1014
"covid_lung","UCell","scran","jak_stat",0.992968889972217,0.992968889972217,1014
"covid_lung","UCell","scran","insulin_signaling",0.982591109849727,0.982591109849727,1014
"covid_lung","UCell","scran","glucose_metabolism",0.995376412965414,0.995376412965414,1014
"covid_lung","UCell","scran","nfkb_signaling",0.994452091492656,0.994452091492656,1014
"covid_lung","UCell","scran","toll_like_receptor",0.994073876484883,0.994073876484883,1014
"covid_lung","UCell","scran","tgfb_signaling",0.983615580543209,0.983615580543209,1014
"covid_lung","UCell","scran","oxidative_stress",0.997946061028436,0.997946061028436,1014
"covid_lung","UCell","scran","ecm_remodeling",0.995277588997056,0.995277588997056,1014
"covid_lung","UCell","scran","raas",0.985111800640205,0.985111800640205,1014
"covid_lung","UCell","sctransform","interferon_signaling",0.996557311690485,0.996557311690485,1014
"covid_lung","UCell","sctransform","jak_stat",0.995219300582659,0.995219300582659,1014
"covid_lung","UCell","sctransform","insulin_signaling",0.984350603523684,0.984350603523684,1014
"covid_lung","UCell","sctransform","glucose_metabolism",0.97424146511605,0.97424146511605,1014
"covid_lung","UCell","sctransform","nfkb_signaling",0.938035974425235,0.938035974425235,1014
"covid_lung","UCell","sctransform","toll_like_receptor",0.99286573537672,0.99286573537672,1014
"covid_lung","UCell","sctransform","tgfb_signaling",0.980603921672464,0.980603921672464,1014
"covid_lung","UCell","sctransform","oxidative_stress",0.974735881708846,0.974735881708846,1014
"covid_lung","UCell","sctransform","ecm_remodeling",0.991900072203286,0.991900072203286,1014
"covid_lung","UCell","sctransform","raas",0.983452300294236,0.983452300294236,1014
